Steps,Policy/Entropy,Environment/Lesson/SimplePathFinding,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Is Training
6690000,0.7387734,8.0,186.75776397515529,0.39240345,0.3749755,0.8827235973584726,0.8827235973584726,0.3359494703179746,0.0041084127,0.43037865,9.973028e-05,0.13324341,0.003331016,0.011630271,0.044445377,1.0
6720000,0.6725166,8.0,180.96216216216217,0.41020808,0.42256516,0.871778606651301,0.871778606651301,0.510847513713341,0.004537703,0.42863154,9.885047e-05,0.13295013,0.0033017185,0.011424576,0.03581103,1.0
6750000,0.63341564,8.0,119.9375,0.51514345,0.37953836,0.9201798341217845,0.9201798341217845,0.23452256228621482,0.004220472,0.44461235,9.7966455e-05,0.13265547,0.00327228,0.009354623,0.030786237,1.0
6780000,0.61694765,8.0,108.73151750972762,0.5277377,0.35849616,0.9292240948023567,0.9292240948023567,0.21327857762116034,0.00330205,0.4680395,9.706068e-05,0.13235353,0.003242118,0.009791498,0.029225195,1.0
6810000,0.6288326,8.0,141.37387387387386,0.52643186,0.34214038,0.9057272700084882,0.9057272700084882,0.29792285547062586,0.00318871,0.48718235,9.613177e-05,0.1320439,0.0032111853,0.009689142,0.025469512,1.0
6840000,0.5748062,8.0,129.58267716535434,0.52060443,0.44341573,0.9190567436790655,0.9190567436790655,0.27762225409600116,0.00374493,0.45964763,9.5222575e-05,0.13174084,0.0031809094,0.010085198,0.02960146,1.0
6870000,0.738143,8.0,148.14204545454547,0.511486,0.44884202,0.9113142039280772,0.9113142039280772,0.264979293610636,0.0033988978,0.45054325,9.4338466e-05,0.13144614,0.0031514685,0.010069067,0.031568393,1.0
6900000,0.6819798,8.0,141.14572864321607,0.4692994,0.4077432,0.9001671627015617,0.9001671627015617,0.28831415595046583,0.003726605,0.4265982,9.345914e-05,0.13115302,0.003122187,0.008903359,0.030696146,1.0
6930000,0.6482621,8.0,178.49740932642487,0.44262323,0.32985952,0.8675015659622497,0.8675015659622497,0.29428031336009036,0.0038556221,0.43486252,9.254711e-05,0.13084902,0.0030918166,0.007883552,0.019244669,1.0
6960000,0.6139335,8.0,126.7713004484305,0.48770198,0.3046433,0.9240471096999116,0.9240471096999116,0.2456317396917277,0.0036272262,0.42272717,9.165773e-05,0.13055255,0.0030622003,0.009742525,0.02467377,1.0
6990000,0.6415921,8.0,135.71748878923768,0.51017916,0.34145406,0.9193973650077456,0.9193973650077456,0.3332253867496579,0.003951105,0.47912675,9.07699e-05,0.13025662,0.0030326352,0.012344868,0.03531156,1.0
7020000,0.58161336,8.0,131.6872427983539,0.5222803,0.29349995,0.9201004192233085,0.9201004192233085,0.2565311862373764,0.0036703453,0.48348504,8.9859e-05,0.12995297,0.003002302,0.008887789,0.02599134,1.0
7050000,0.54828405,8.0,100.55252918287938,0.5621732,0.32908627,0.9507338385108306,0.9507338385108306,0.19345374763394377,0.003734989,0.47598666,8.8958426e-05,0.12965277,0.0029723134,0.0094276,0.030121027,1.0
7080000,0.5937569,8.0,145.42857142857142,0.46137923,0.29416123,0.9038261668843643,0.9038261668843643,0.2617051526425389,0.003425245,0.44439423,8.806657e-05,0.12935549,0.002942614,0.008784112,0.019839685,1.0
7110000,0.57296723,8.0,122.44351464435147,0.5167936,0.32123896,0.9270847442291551,0.9270847442291551,0.2355466878349435,0.0039961953,0.4728857,8.716736e-05,0.12905575,0.0029126706,0.009646227,0.018252011,1.0
7140000,0.5757393,8.0,122.15151515151516,0.5249608,0.29659784,0.9246952572259409,0.9246952572259409,0.2705910788399392,0.0044984566,0.4792145,8.62635e-05,0.12875447,0.0028825724,0.010008749,0.020002427,1.0
7170000,0.66944194,8.0,182.01136363636363,0.41688663,0.31260386,0.875288299540853,0.875288299540853,0.3881466394203187,0.0037736807,0.44656366,8.535219e-05,0.1284507,0.0028522252,0.010697159,0.028241783,1.0
7200000,0.6285284,8.0,119.67015706806282,0.4848344,0.31930965,0.9277119969576597,0.9277119969576597,0.20731908204033972,0.0032145476,0.45036036,8.4452986e-05,0.12815097,0.0028222813,0.0076181833,0.014982243,1.0
7230000,0.60963196,8.0,176.57746478873239,0.47803608,0.3101062,0.8574177835924695,0.8574177835924695,0.30407598828270027,0.003714181,0.42428398,8.35408e-05,0.12784691,0.0027919058,0.009216334,0.025001343,1.0
7260000,0.6143554,8.0,124.97142857142858,0.485668,0.30397227,0.9238818163435425,0.9238818163435425,0.2126702765920801,0.0033097726,0.4381214,8.264563e-05,0.1275485,0.0027620965,0.0084737325,0.018061217,1.0
7290000,0.5087013,8.0,117.32083333333334,0.5009037,0.28674912,0.9256390013357169,0.9256390013357169,0.19262039727295643,0.0038909188,0.4704214,8.174168e-05,0.1272472,0.0027319954,0.007852849,0.011462936,1.0
7320000,0.5987697,8.0,167.05945945945945,0.45517972,0.2918178,0.8913202118128538,0.8913202118128538,0.29186091617126253,0.003570043,0.4331482,8.0849044e-05,0.12694965,0.0027022706,0.010486787,0.025910635,1.0
7350000,0.7331226,8.0,192.0258064516129,0.40076452,0.30336848,0.8354766196631765,0.8354766196631765,0.3901047661368336,0.0034628455,0.4153433,7.9954036e-05,0.12665132,0.0026724671,0.008867726,0.031062532,1.0
7380000,0.75063133,8.0,169.63313609467457,0.45748505,0.31997955,0.8728760443850906,0.8728760443850906,0.37810015843478506,0.0035988358,0.4541557,7.904107e-05,0.126347,0.002642065,0.010170759,0.031616673,1.0
7410000,0.70243555,8.0,158.955,0.4683721,0.33385846,0.8871185336534569,0.8871185336534569,0.3596525839734368,0.0038994555,0.44562107,7.814203e-05,0.12604731,0.0026121272,0.010894724,0.052666195,1.0
7440000,0.5442332,8.0,132.36909871244634,0.48013797,0.31160432,0.9294052375521201,0.9294052375521201,0.21293873283361373,0.004139231,0.42470977,7.726004e-05,0.12575333,0.0025827568,0.008270937,0.016811091,1.0
7470000,0.63439524,8.0,147.40096618357487,0.4607106,0.30265582,0.8916175587148201,0.8916175587148201,0.3432973017143767,0.0038472973,0.42746183,7.634809e-05,0.12544933,0.002552389,0.012099992,0.047257543,1.0
7500000,0.6827411,8.0,145.2944162436548,0.51840097,0.3194464,0.9182995032187146,0.9182995032187146,0.3862942920785655,0.0064273747,0.4585049,7.543781e-05,0.12514593,0.0025220767,0.010376484,0.030998733,1.0
7530000,0.73137176,8.0,175.4792899408284,0.4222348,0.25358027,0.8752843348915318,0.8752843348915318,0.3968863828550934,0.0032545049,0.45667806,7.4554286e-05,0.124851406,0.0024926548,0.009664863,0.045025222,1.0
7560000,0.49237832,8.0,112.33216783216783,0.52580017,0.23842108,0.9290809170359436,0.9290809170359436,0.19871283048112273,0.003908192,0.4451781,7.363977e-05,0.12454657,0.0024622018,0.009176505,0.020190513,1.0
7590000,0.5049869,8.0,113.67578125,0.51639646,0.23720996,0.9363318163280686,0.9363318163280686,0.20210030412823526,0.013928357,0.44292188,7.275781e-05,0.12425258,0.0024328325,0.008922868,0.015965119,1.0
7620000,0.65947676,8.0,144.15135135135134,0.4742981,0.16345586,0.911339888807203,0.911339888807203,0.2292380762067649,0.00377505,0.45352358,7.1852795e-05,0.12395089,0.0024026951,0.0077684904,0.023144698,1.0
7650000,0.6115841,8.0,132.17226890756302,0.49908936,0.1480867,0.9118297840052463,0.9118297840052463,0.2082553746594869,0.003761655,0.48019177,7.09615e-05,0.12365382,0.0023730155,0.008201632,0.02571525,1.0
7680000,0.5408469,8.0,122.84870848708488,0.56132615,0.17054044,0.9209418175979094,0.9209418175979094,0.2016319260780107,0.003563828,0.47948435,7.005864e-05,0.12335287,0.0023429503,0.008458388,0.01779007,1.0
7710000,0.56518507,8.0,109.71487603305785,0.52547294,0.18313664,0.9410533580083807,0.9410533580083807,0.19669141665007137,0.0034711356,0.504846,6.9153946e-05,0.12305128,0.0023128241,0.008459454,0.023520408,1.0
7740000,0.5989982,8.0,135.29223744292239,0.48998946,0.21080342,0.9182835587015435,0.9182835587015435,0.2832121708702517,0.003629024,0.45744008,6.825977e-05,0.122753225,0.0022830474,0.011602236,0.024973184,1.0
7770000,0.5546095,8.0,139.1909090909091,0.4712692,0.19221096,0.9092066340741858,0.9092066340741858,0.21372553317156512,0.0041893073,0.4531664,6.7366054e-05,0.12245532,0.0022532872,0.0073264814,0.016459975,1.0
7800000,0.56910574,8.0,124.27196652719665,0.49035332,0.21287505,0.9203716075300412,0.9203716075300412,0.23639083857316587,0.0040349187,0.42885712,6.645545e-05,0.122151785,0.0022229634,0.010385333,0.020024886,1.0
7830000,0.5782022,8.0,134.88584474885846,0.48554808,0.19161619,0.9199735141235944,0.9199735141235944,0.22651632739970945,0.004354486,0.44252485,6.558428e-05,0.1218614,0.002193954,0.007368241,0.021042932,1.0
7860000,0.6003286,8.0,136.0353982300885,0.48680252,0.18589972,0.9177123882799549,0.9177123882799549,0.29249108935741347,0.005159222,0.45458356,6.46615e-05,0.12155379,0.002163225,0.009613256,0.027428074,1.0
7890000,0.60237324,8.0,122.86190476190477,0.466787,0.18637806,0.9296568060914675,0.9296568060914675,0.18676600227227538,0.0041381707,0.4235837,6.377984e-05,0.12125992,0.0021338656,0.007552829,0.016148929,1.0
7920000,0.5679822,8.0,133.42264150943396,0.5121407,0.16285053,0.9099866393242628,0.9099866393242628,0.21791500635160746,0.0034758477,0.45622307,6.286756e-05,0.12095583,0.0021034866,0.0080802655,0.026837407,1.0
7950000,0.64620346,8.0,122.33170731707317,0.4922736,0.14063518,0.9249759797079891,0.9249759797079891,0.19642008899473676,0.0037062983,0.4503989,6.1967476e-05,0.12065581,0.0020735143,0.0076970793,0.021485224,1.0
7980000,0.62072176,8.0,154.87755102040816,0.42416146,0.15214552,0.8900314415853048,0.8900314415853048,0.2753186233884165,0.0038518168,0.45936748,6.1029838e-05,0.12034326,0.0020422912,0.008393527,0.018838555,1.0
8010000,0.5638268,8.0,136.33333333333334,0.5099482,0.14082366,0.9106729130260647,0.9106729130260647,0.23370678842184134,0.0037860605,0.447289,6.0118273e-05,0.120039396,0.0020119357,0.008248288,0.017851241,1.0
8040000,0.53881973,8.0,135.89861751152074,0.48896873,0.16262369,0.9107100902073973,0.9107100902073973,0.20273696012055895,0.0038508263,0.45163298,5.923065e-05,0.11974353,0.0019823778,0.00713785,0.013898027,1.0
8070000,0.61902076,8.0,156.17613636363637,0.4547545,0.3140654,0.9052791201642582,0.9052791201642582,0.4843556548514823,0.500527,0.43198904,5.834608e-05,0.11944866,0.0019529217,0.12134026,0.044882298,1.0
8100000,0.5387097,8.0,116.9375,0.5435862,0.6246189,0.9274974063728695,0.9274974063728695,2.2438144607193493,0.16192378,0.45903665,5.7451452e-05,0.11915045,0.0019231309,0.04071718,0.06302841,1.0
8130000,0.6224464,8.0,151.73743016759778,0.44093567,0.25032377,0.9059827738751968,0.9059827738751968,0.2049264795250363,0.0042308336,0.45198342,5.655977e-05,0.11885325,0.0018934376,0.0070383777,0.008861127,1.0
8160000,0.5660516,8.0,137.67965367965368,0.48309523,0.20093817,0.9008249988907884,0.9008249988907884,0.22800358424990855,0.0038661205,0.4386097,5.5671724e-05,0.118557215,0.0018638656,0.007830061,0.0186224,1.0
8190000,0.59565,8.0,165.093567251462,0.4047142,0.13703443,0.8921672681515868,0.8921672681515868,0.2704119712452997,0.004527772,0.39732224,5.4739507e-05,0.118246466,0.0018328227,0.00809898,0.023586808,1.0
8220000,0.609631,8.0,134.33809523809524,0.4857547,0.123382345,0.9141734827049943,0.9141734827049943,0.23168530672095541,0.004521393,0.40464005,5.3835047e-05,0.117945,0.0018027041,0.0076418417,0.028134951,1.0
8250000,0.5830038,8.0,169.55384615384617,0.45997095,0.08235626,0.8917903002655628,0.8917903002655628,0.2540136453189545,0.0036044389,0.4343428,5.2943353e-05,0.11764775,0.0017730108,0.006707194,0.021771384,1.0
8280000,0.6399725,8.0,168.69444444444446,0.4460467,0.07552291,0.8860898824052864,0.8860898824052864,0.2633607357143937,0.0036636435,0.4122429,5.2060997e-05,0.11735364,0.0017436282,0.007911945,0.013759922,1.0
8310000,0.62131774,8.0,158.37362637362637,0.4453005,0.044456467,0.8944188141294064,0.8944188141294064,0.2706663535747637,0.0035327964,0.41948447,5.115943e-05,0.117053114,0.0017136062,0.008238715,0.018049434,1.0
8340000,0.5992274,8.0,125.475,0.48053902,0.015999224,0.9219179084126036,0.9219179084126036,0.18937475796307052,0.003975644,0.4359657,5.0254057e-05,0.11675132,0.001683457,0.00839827,0.019619236,1.0
8370000,0.55489916,8.0,172.43076923076924,0.4344488,0.44368464,0.8670440366385515,0.8670440366385515,1.2808497452896108,0.08631249,0.40422225,4.9339225e-05,0.11644638,0.0016529934,0.059992224,0.06951798,1.0
8400000,0.5675104,8.0,138.39819004524887,0.50491935,0.3836362,0.908134680744764,0.908134680744764,0.555064160913766,0.028006157,0.45863834,4.8447422e-05,0.116149105,0.0016232963,0.01785308,0.039874397,1.0
8430000,0.65812993,8.0,135.6868131868132,0.4792199,0.20558621,0.9260414359648583,0.9260414359648583,0.205050987428188,0.0033478688,0.46169487,4.756988e-05,0.11585661,0.001594074,0.0075460454,0.019495498,1.0
8460000,0.57052976,8.0,165.6422018348624,0.46449637,0.17308924,0.8827004729459683,0.8827004729459683,0.2654087258968502,0.004176605,0.4466502,4.6644946e-05,0.11554829,0.0015632737,0.0067940527,0.015711362,1.0
8490000,0.55702674,8.0,145.00507614213197,0.46861807,0.15779632,0.9037681559647494,0.9037681559647494,0.20033316241938676,0.0037740031,0.45080096,4.571722e-05,0.11523906,0.0015323806,0.0071098437,0.01583883,1.0
8520000,0.5530375,8.0,141.10729613733906,0.52057135,0.15483446,0.9227456870842082,0.9227456870842082,0.23133434445581175,0.004184705,0.44933304,4.4846765e-05,0.11494889,0.0015033947,0.008067481,0.03120217,1.0
8550000,0.5434281,8.0,115.89473684210526,0.5015667,0.13287312,0.9353633153386511,0.9353633153386511,0.18405489736810066,0.004146109,0.45337498,4.394285e-05,0.1146476,0.0014732943,0.0070650554,0.016691787,1.0
8580000,0.53796196,8.0,126.53982300884955,0.49362633,0.084987365,0.9191942958063201,0.9191942958063201,0.17180810370809285,0.0038420842,0.46052313,4.3026055e-05,0.11434199,0.0014427648,0.006664104,0.01399116,1.0
8610000,0.44340685,8.0,105.2996632996633,0.57766676,-0.013945698,0.9388183042533317,0.9388183042533317,0.14641104314034267,0.0032903184,0.48678738,4.213487e-05,0.11404492,0.0014130884,0.0071366117,0.013302414,1.0
8640000,0.43029478,8.0,120.20610687022901,0.5221996,-0.039371155,0.9238955374654784,0.9238955374654784,0.18379855644802623,0.0040303245,0.4501736,4.1244606e-05,0.11374817,0.0013834424,0.0070479955,0.008232647,1.0
8670000,0.44198456,8.0,105.79087452471482,0.5155564,-0.029365372,0.935385326304721,0.935385326304721,0.1559334931334186,0.0043647657,0.42919132,4.0367464e-05,0.11345579,0.0013542335,0.00748001,0.0122695835,1.0
8700000,0.5237794,8.0,115.95867768595042,0.5514939,-0.033305835,0.9299905709616962,0.9299905709616962,0.1921705923398163,0.0039281636,0.46277222,3.946514e-05,0.11315501,0.0013241862,0.0074481005,0.013474478,1.0
8730000,0.46605822,8.0,127.61832061068702,0.5136253,-0.0028997383,0.9135368177306282,0.9135368177306282,0.17085338964094515,0.004460108,0.45501968,3.8560695e-05,0.11285354,0.0012940682,0.006594251,0.01399757,1.0
8760000,0.52932876,8.0,114.00409836065573,0.52977514,0.038571335,0.9359711360458921,0.9359711360458921,0.1867323044642079,0.0038776186,0.45142215,3.7663107e-05,0.11255434,0.0012641784,0.008194281,0.02028912,1.0
8790000,0.5704725,8.0,130.62200956937798,0.47485435,0.07894813,0.9179650688428057,0.9179650688428057,0.2596982447920661,0.0040085106,0.44125745,3.6764424e-05,0.11225478,0.0012342526,0.009503542,0.026574371,1.0
8820000,0.46751234,8.0,129.79681274900398,0.51692057,-0.007023885,0.9200144502392504,0.9200144502392504,0.23928106972289243,0.0051089223,0.44827676,3.586249e-05,0.111954145,0.0012042178,0.008570986,0.021841528,1.0
8850000,0.49341223,8.0,114.34444444444445,0.5406518,0.024384374,0.9346359812118339,0.9346359812118339,0.20337697478085334,0.0041245986,0.46258208,3.495143e-05,0.111650445,0.0011738797,0.00935207,0.0207281,1.0
8880000,0.5221719,8.0,129.6431924882629,0.5115049,0.046254996,0.9256380244459904,0.9256380244459904,0.16936017549815346,0.004034127,0.4453801,3.406265e-05,0.11135419,0.0011442832,0.006555879,0.008307941,1.0
8910000,0.48850727,8.0,110.94444444444444,0.53691953,0.06706848,0.9234739113059165,0.9234739113059165,0.16488356723414693,0.003947309,0.47715425,3.316298e-05,0.111054294,0.0011143243,0.0070770234,0.016890427,1.0
8940000,0.6068575,8.0,157.68817204301075,0.44662198,0.094090596,0.8881364570961473,0.8881364570961473,0.2520784110046964,0.003743903,0.4197257,3.2272135e-05,0.11075735,0.0010846589,0.00831872,0.018742757,1.0
8970000,0.55147576,8.0,140.63720930232557,0.47670323,0.025285665,0.9071485691127323,0.9071485691127323,0.22572032305012857,0.0042700646,0.43055737,3.136166e-05,0.11045386,0.0010543403,0.0076199346,0.018320834,1.0
9000000,0.5973435,8.0,132.71634615384616,0.47112656,-0.04400814,0.9039348599013932,0.9039348599013932,0.2610662722983611,0.0051251566,0.40482223,3.0450485e-05,0.11015011,0.001023998,0.0101082865,0.033370927,1.0
9030000,0.58974993,8.0,127.11462450592886,0.4956768,-0.17330271,0.9163774587824697,0.9163774587824697,0.22271313793483938,0.005402893,0.38987318,2.9513098e-05,0.10983768,0.0009927831,0.007889548,0.022941353,1.0
9060000,0.69767416,8.0,147.07407407407408,0.45342025,-0.2397963,0.9002401009978106,0.9002401009978106,0.2768801122098618,0.0059546526,0.38193464,2.8632281e-05,0.10954405,0.0009634518,0.010669326,0.04083749,1.0
9090000,0.87813574,8.0,252.16216216216216,0.35585618,-0.10291293,0.8181827526924939,0.8181827526924939,0.4848838936987108,0.0054632644,0.33570498,2.7741538e-05,0.10924714,0.00093379006,0.009088297,0.051074006,1.0
9120000,0.774885,8.0,216.52,0.37099272,-0.14227478,0.8375463529138376,0.8375463529138376,0.46687108437401176,0.0077530784,0.37057412,2.6852893e-05,0.108950935,0.0009041983,0.010105127,0.057917792,1.0
9150000,0.83000755,8.0,287.3783783783784,0.32916427,-0.06826623,0.7941358453541432,0.7941358453541432,0.8662622868685262,0.008870699,0.35701773,2.595098e-05,0.10865029,0.00087416446,0.014039561,0.048788548,1.0
9180000,0.84347445,8.0,227.2280701754386,0.33288157,-0.061005194,0.8802361996394807,0.8802361996394807,0.4310464901560596,0.0069465837,0.34508368,2.5057538e-05,0.10835249,0.0008444129,0.009395526,0.046033025,1.0
9210000,0.881885,8.0,305.13761467889907,0.29875278,-0.026375694,0.7805027706479585,0.7805027706479585,0.7533937702645306,0.006977393,0.3926754,2.4112884e-05,0.10803759,0.000812956,0.0128072975,0.0674403,1.0
9240000,0.9230442,8.0,302.6666666666667,0.27614307,0.29028732,0.8139912971983785,0.8139912971983785,0.7852493521109547,0.041863278,0.33814475,2.3241155e-05,0.107747,0.0007839272,0.024166606,0.075345,1.0
9270000,0.8661061,8.0,303.2783505154639,0.27849832,0.24767958,0.7941870861636695,0.7941870861636695,4.930401418758656,0.46088648,0.34495428,2.2357453e-05,0.10745246,0.0007545,0.053838752,0.084137,1.0
9300000,0.93303347,8.0,320.5257731958763,0.26235124,0.08819188,0.7529039946943521,0.7529039946943521,0.8773852686397732,0.0054671676,0.37434962,2.1421687e-05,0.10714054,0.00072333915,0.014355267,0.07831533,1.0
9330000,0.88433313,8.0,222.8803418803419,0.2922859,0.028612223,0.823530761540955,0.823530761540955,0.7346564753490508,0.0057039745,0.37337127,2.0533034e-05,0.10684432,0.0006937469,0.012600309,0.056415807,1.0
9360000,0.82439804,8.0,239.29787234042553,0.31612474,0.11881969,0.8239538378596722,0.8239538378596722,0.6632574727967173,0.01761922,0.3811512,1.9657244e-05,0.106552385,0.00066458306,0.015882688,0.047127597,1.0
9390000,0.84848166,8.0,261.4144144144144,0.29552287,0.18341726,0.8082176912411124,0.8082176912411124,1.013774310098549,0.010016887,0.39288425,1.8763745e-05,0.10625454,0.0006348295,0.017616106,0.0582923,1.0
9420000,0.9366934,8.0,398.93506493506493,0.20518157,0.14589033,0.7016808136481129,0.7016808136481129,1.0499142198632025,0.0035307987,0.38896656,1.785047e-05,0.10595012,0.00060441747,0.012569683,0.06594423,1.0
9450000,0.8390775,8.0,239.71900826446281,0.25780725,0.1582033,0.8093741615613301,0.8093741615613301,0.7648789455376875,0.004377482,0.41630363,1.6937165e-05,0.105645694,0.0005740044,0.014685503,0.057102364,1.0
9480000,0.85945165,8.0,242.76190476190476,0.27245942,0.2025111,0.8362558997991517,0.8362558997991517,0.535962238420153,0.0043617324,0.40457347,1.605108e-05,0.10535033,0.00054449786,0.012331897,0.0378904,1.0
9510000,0.7735036,8.0,190.35099337748343,0.29020166,0.22350186,0.8600194586703441,0.8600194586703441,0.5196257983928159,0.004363812,0.39765692,1.5144944e-05,0.10504829,0.0005143235,0.012663537,0.051353235,1.0
9540000,0.70843995,8.0,181.43386243386243,0.40113127,0.17237747,0.8826786067914516,0.8826786067914516,0.37168188554105314,0.0046894434,0.41343835,1.4254275e-05,0.10475139,0.00048466414,0.0094942115,0.025564326,1.0
9570000,0.65157014,8.0,142.71014492753622,0.43951124,0.16080315,0.8939211510766584,0.8939211510766584,0.3364944161148742,0.004085926,0.4525362,1.332873e-05,0.10444288,0.00045384347,0.010001301,0.044276234,1.0
9600000,0.6137775,8.0,132.80392156862746,0.43084294,0.14591776,0.9208054709716222,0.9208054709716222,0.2271779081900025,0.004271068,0.43933207,1.2439185e-05,0.10414637,0.00042422165,0.008607276,0.016373247,1.0
9630000,0.6537982,8.0,168.0108695652174,0.41027656,0.20602237,0.8986184761818984,0.8986184761818984,0.34430173540212033,0.0047787186,0.4732155,1.1541388e-05,0.10384711,0.00039432495,0.010113548,0.019542744,1.0
9660000,0.5466676,8.0,121.12698412698413,0.45667443,0.25558022,0.9168346279702994,0.9168346279702994,0.275017887888864,0.00499709,0.4762774,1.06446305e-05,0.10354818,0.0003644629,0.011201708,0.03205136,1.0
9690000,0.53520757,8.0,132.0701754385965,0.45914924,0.31941915,0.9197995580013907,0.9197995580013907,0.2795589446547654,0.0055183116,0.48086253,9.771164e-06,0.10325702,0.0003353765,0.010098916,0.023628792,1.0
9720000,0.42708173,8.0,98.92063492063492,0.55655354,0.40201554,0.9435681819238446,0.9435681819238446,0.1442262780891925,0.006723621,0.48773783,8.844447e-06,0.102948114,0.00030451678,0.006450004,0.006616681,1.0
9750000,0.5058276,8.0,124.2,0.4970048,0.43750584,0.9209935598299227,0.9209935598299227,0.18008774887798393,0.0060276883,0.49066105,7.939505e-06,0.10264646,0.0002743822,0.007856542,0.0114096785,1.0
9780000,0.5462014,8.0,126.2983193277311,0.5070434,0.49148956,0.9328861918970631,0.9328861918970631,0.2387592229859662,0.006132036,0.5063004,7.04709e-06,0.10234898,0.00024466484,0.0093506025,0.015617299,1.0
9810000,0.5067972,8.0,106.8984375,0.48908806,0.46632436,0.9308196822196011,0.9308196822196011,0.26119255891627097,0.005994765,0.4995285,6.1312758e-06,0.102043726,0.00021416819,0.012118176,0.03756086,1.0
9840000,0.5715756,8.0,144.80402010050253,0.47045872,0.49206492,0.9040712155219985,0.9040712155219985,0.3924626867284022,0.006272969,0.47949758,5.234843e-06,0.10174492,0.00018431697,0.0107695,0.0272156,1.0
9870000,0.56180066,8.0,139.59360730593608,0.44333005,0.45053172,0.9059590684466584,0.9059590684466584,0.29934206396168056,0.006095138,0.48483935,4.3579994e-06,0.101452634,0.0001551181,0.010532756,0.017989855,1.0
9900000,0.6639082,8.0,162.8268156424581,0.40497625,0.4528891,0.8925176761344652,0.8925176761344652,0.3584183145787834,0.0054020192,0.4775576,3.4518089e-06,0.10115059,0.00012494194,0.010289318,0.039836098,1.0
9930000,0.49022657,8.0,117.4870848708487,0.47683454,0.4371018,0.923892135002863,0.923892135002863,0.19203468173989077,0.006601822,0.4817231,2.5233617e-06,0.100841075,9.402463e-05,0.007691895,0.013487352,1.0
9960000,0.5005951,8.0,122.13983050847457,0.46702543,0.41457874,0.9191728766249904,0.9191728766249904,0.1732124968360857,0.0069578164,0.4619557,1.6178639e-06,0.10053926,6.387154e-05,0.006370277,0.008721129,1.0
9990000,0.5748638,8.0,152.4517766497462,0.43281728,0.42758703,0.8989116111488054,0.8989116111488054,0.2787277929889358,0.005906991,0.47158068,7.455048e-07,0.10024846,3.4821987e-05,0.010366248,0.023148926,1.0
