Steps,Policy/Entropy,Environment/Lesson/SimplePathFinding,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
3150000,0.8325333,7.0,0.39828548,0.6264756,0.0031288124,0.47873202,0.00020595828,0.16865276,0.0068684085,0.0221259,0.07047818,158.7012195121951,0.9019798749558082,0.9019798749558082,0.7099915063803698,1.0
3180000,0.77831846,7.0,0.45716658,0.58561385,0.0027825807,0.51055634,0.00020504897,0.16834964,0.006838129,0.019942613,0.05315445,134.64192139737992,0.9113234757729198,0.9113234757729198,0.5747313969647107,1.0
3210000,0.79465485,7.0,0.47621393,0.51672274,0.002600247,0.4821653,0.00020413267,0.1680442,0.0068076155,0.016931843,0.04656755,140.5301724137931,0.9141363993842613,0.9141363993842613,0.4932266595168856,1.0
3240000,0.8013384,7.0,0.49406517,0.4849088,0.0026364012,0.47874948,0.00020325607,0.16775201,0.0067784265,0.016610483,0.037285652,139.65238095238095,0.9099658956313463,0.9099658956313463,0.4724594785731011,1.0
3270000,0.80203474,7.0,0.49080643,0.49543318,0.0037553234,0.45959318,0.0002023689,0.16745631,0.0067488835,0.02246611,0.06506286,119.99122807017544,0.9354614331783735,0.9354614331783735,0.49210374833882325,1.0
3300000,0.8393387,7.0,0.4553418,0.51619273,0.0029364035,0.4823744,0.00020146962,0.1671565,0.006718936,0.02415821,0.09322898,144.38785046728972,0.8958724724863647,0.8958724724863647,0.7358533752860006,1.0
3330000,0.8439761,7.0,0.4569911,0.48110425,0.0036228925,0.4867787,0.00020054574,0.16684859,0.006688172,0.023260398,0.1017259,136.67336683417085,0.9216964785103223,0.9216964785103223,0.5761155414315474,1.0
3360000,0.7774788,7.0,0.44780374,0.52095014,0.0029603834,0.5092173,0.00019961719,0.16653904,0.00665725,0.018545784,0.06700062,152.44117647058823,0.9004995628020128,0.9004995628020128,0.7240270756858128,1.0
3390000,0.8740836,7.0,0.397708,0.4953432,0.0027952946,0.47264615,0.00019872193,0.16624065,0.006627439,0.018048733,0.049747188,147.67582417582418,0.9139929333215823,0.9139929333215823,0.5141616406971994,1.0
3420000,0.7753254,7.0,0.45251736,0.51458114,0.0030687097,0.49653766,0.00019786258,0.16595416,0.0065988223,0.018009314,0.038462963,118.5201793721973,0.9335903924072414,0.9335903924072414,0.431817340099265,1.0
3450000,0.77310854,7.0,0.51615006,0.5563561,0.0030077419,0.48223564,0.00019698238,0.16566077,0.006569512,0.021539764,0.060152207,140.9070796460177,0.8906135968863964,0.8906135968863964,0.6362146474543566,1.0
3480000,0.81912065,7.0,0.45117632,0.58255005,0.0024617426,0.49403277,0.00019604465,0.16534823,0.0065382854,0.020302765,0.092265055,146.9396984924623,0.9034465946920255,0.9034465946920255,0.6564207542395093,1.0
3510000,0.726033,7.0,0.5087253,0.6064097,0.00572008,0.5060287,0.00019516367,0.16505456,0.0065089487,0.020850688,0.062432118,125.40425531914893,0.9098600805296329,0.9098600805296329,0.5790797998523148,1.0
3540000,0.822157,7.0,0.44853735,0.5745657,0.0032087606,0.48994353,0.00019426775,0.16475591,0.0064791143,0.018838935,0.04859644,175.58510638297872,0.8888333315650622,0.8888333315650622,0.7334903412144834,1.0
3570000,0.70179534,7.0,0.56414825,0.61064994,0.003010622,0.4985531,0.00019336176,0.16445391,0.0064489464,0.018417066,0.033121955,107.28030303030303,0.9429056169221017,0.9429056169221017,0.3735647886182262,1.0
3600000,0.7492882,7.0,0.46346796,0.5926889,0.0026690075,0.49489415,0.00019245174,0.16415055,0.0064186407,0.02004634,0.04213751,123.50819672131148,0.9213553703397759,0.9213553703397759,0.5432376307012006,1.0
3630000,0.69533026,7.0,0.5059106,0.5523668,0.002893731,0.49472448,0.00019155546,0.16385183,0.006388796,0.018594725,0.055373408,116.52549019607844,0.934078431538507,0.934078431538507,0.43013755988658353,1.0
3660000,0.87507963,7.0,0.45469314,0.5927031,0.0029724315,0.4704105,0.00019065819,0.16355273,0.0063589164,0.02232358,0.049590707,155.8774193548387,0.9098408805593005,0.9098408805593005,0.650353581322439,1.0
3690000,0.76253325,7.0,0.4435006,0.5509973,0.0030097263,0.47091,0.00018974717,0.16324903,0.0063285795,0.018961217,0.043138333,166.27354260089686,0.8801981795579195,0.8801981795579195,0.7488506527236578,1.0
3720000,0.6110482,7.0,0.56018835,0.54523987,0.004603919,0.49477786,0.00018885965,0.1629532,0.0062990244,0.021971254,0.033755444,100.16181229773463,0.949885245400374,0.949885245400374,0.4220080715405648,1.0
3750000,0.62397593,7.0,0.54535925,0.5116964,0.0028021862,0.5240683,0.00018793992,0.16264662,0.006268398,0.016839018,0.045787923,114.6076923076923,0.9312610664895473,0.9312610664895473,0.41441505248765,1.0
3780000,0.6096612,7.0,0.5252814,0.5027442,0.0022458674,0.56926763,0.00018705676,0.16235223,0.006238988,0.017678907,0.04020989,87.9047619047619,0.9463740504476466,0.9463740504476466,0.293388959097004,1.0
3810000,0.699334,7.0,0.52859503,0.4928818,0.0025154299,0.49720442,0.00018614272,0.16204754,0.0062085507,0.0159147,0.04329946,112.41509433962264,0.9272664037125651,0.9272664037125651,0.3814772798650665,1.0
3840000,0.7684671,7.0,0.48961735,0.5186699,0.0032878385,0.49685544,0.00018524958,0.16174981,0.006178808,0.018794598,0.07518356,135.18099547511312,0.9271255401950894,0.9271255401950894,0.46949695692562954,1.0
3870000,0.8107645,7.0,0.42074084,0.51335764,0.002927324,0.49271742,0.00018437122,0.16145703,0.0061495597,0.018040955,0.07506221,137.2488038277512,0.9138966807256943,0.9138966807256943,0.5799284863497585,1.0
3900000,0.83417195,7.0,0.43509623,0.49239364,0.0031418896,0.45422813,0.00018346593,0.16115527,0.006119413,0.021398703,0.061072167,146.9090909090909,0.911546806547236,0.911546806547236,0.5682783317801721,1.0
3930000,0.95540833,7.0,0.3388167,0.6075518,0.0038472177,0.45382962,0.00018254184,0.16084725,0.006088642,0.022694742,0.08363299,234.77862595419847,0.8601499917606513,0.8601499917606513,1.097875759176289,1.0
3960000,0.8344344,7.0,0.48770535,0.47040468,0.0021186296,0.50064373,0.00018166765,0.16055587,0.0060595316,0.013566813,0.049061522,131.93896713615024,0.9053039627748701,0.9053039627748701,0.48031656099442344,1.0
3990000,0.83234316,7.0,0.4878104,0.45337465,0.0026043064,0.47287843,0.00018077172,0.1602572,0.0060296957,0.01543383,0.051302616,133.52582159624413,0.9229826923244848,0.9229826923244848,0.41324303167381843,1.0
4020000,0.79776067,7.0,0.48895282,0.5146395,0.0039379043,0.45825323,0.00017986867,0.1599562,0.005999626,0.02024264,0.04891783,147.66523605150215,0.8962235011351414,0.8962235011351414,0.6195856137559391,1.0
4050000,0.7073818,7.0,0.52947265,0.48815462,0.002912893,0.49104849,0.00017896824,0.15965606,0.0059696394,0.01727022,0.038856335,114.3632958801498,0.9352713197750865,0.9352713197750865,0.39031087466216874,1.0
4080000,0.66634655,7.0,0.5124674,0.50053555,0.0033963716,0.50860107,0.00017806762,0.15935586,0.0059396503,0.017503306,0.033399582,109.49818181818182,0.9314797101947276,0.9314797101947276,0.41604629215325456,1.0
4110000,0.54226387,7.0,0.6012555,0.5140299,0.0030139445,0.5271638,0.00017715836,0.15905276,0.0059093717,0.016120382,0.022250246,82.88333333333334,0.954886157591801,0.954886157591801,0.27767804474306773,1.0
4140000,0.7607941,8.0,0.4909243,0.5230258,0.0021602733,0.4998145,0.00017626483,0.15875491,0.005879617,0.017212538,0.05087657,102.51658767772511,0.9447040512218131,0.9447040512218131,0.3945762412790377,1.0
4170000,1.0566226,8.0,0.20643495,0.47695196,0.0018058055,0.42014506,0.00017535343,0.15845111,0.0058492664,0.021819614,0.0777832,464.26984126984127,0.6649709590860913,0.6649709590860913,1.9115376552987484,1.0
4200000,0.98970056,8.0,0.21250217,0.5975561,0.002773374,0.42129153,0.0001744616,0.15815385,0.00581957,0.023170311,0.073748425,299.8735632183908,0.7674583246754039,0.7674583246754039,1.5782172510045624,1.0
4230000,1.0631993,8.0,0.31879333,0.60048956,0.0023971158,0.43981123,0.00017354611,0.15784867,0.005789083,0.021581795,0.091707386,334.33,0.7087646386388576,0.7087646386388576,1.3534721651236818,1.0
4260000,0.9522425,8.0,0.3555737,0.5831397,0.0034781466,0.46904594,0.00017262137,0.15754043,0.005758289,0.01806255,0.05498285,253.03787878787878,0.8135362133149087,0.8135362133149087,1.0167200428609715,1.0
4290000,1.0250939,8.0,0.2777481,0.54023165,0.0027158635,0.44985992,0.00017175225,0.15725072,0.0057293475,0.01822807,0.057124764,310.8217821782178,0.7793730722310451,0.7793730722310451,1.1167163145191108,1.0
4320000,0.89830565,8.0,0.38029218,0.59584755,0.0031967838,0.4503823,0.00017085833,0.15695275,0.005699581,0.020540932,0.06721917,182.18382352941177,0.8749700692774606,0.8749700692774606,0.764812176870386,1.0
4350000,0.9459274,8.0,0.3192257,0.70779985,0.011967117,0.4485844,0.00016996425,0.15665475,0.005669807,0.023648858,0.07847119,246.859649122807,0.8194627052772854,0.8194627052772854,1.3185182351429583,1.0
4380000,0.98210466,8.0,0.24860236,0.59463376,0.0027506794,0.3887439,0.00016905645,0.15635213,0.0056395778,0.020116081,0.083374016,307.44954128440367,0.75497499287415,0.75497499287415,1.348475282564043,1.0
4410000,1.0278054,8.0,0.3094864,0.91017973,0.42129883,0.41682515,0.00016815051,0.15605018,0.0056094103,0.076984696,0.10724185,273.7450980392157,0.780159995882284,0.780159995882284,3.9371262730054912,1.0
4440000,1.0857102,8.0,0.21359576,0.59181356,0.0026216258,0.40432245,0.00016724155,0.15574718,0.0055791414,0.017270321,0.06851787,420.3,0.6924121513257961,0.6924121513257961,1.5081690055494372,1.0
4470000,0.94224083,8.0,0.38658622,0.8290578,0.25126722,0.44135857,0.00016632241,0.15544079,0.0055485344,0.032617427,0.05544186,199.55633802816902,0.8463736063697271,0.8463736063697271,1.7692731169130032,1.0
4500000,0.8908819,8.0,0.3683855,0.6795474,0.0035713702,0.44404575,0.0001654322,0.15514405,0.0055188905,0.01742056,0.061820257,218.11347517730496,0.8409638891203536,0.8409638891203536,0.7760836303285841,1.0
4530000,0.868427,8.0,0.41113138,0.6496849,0.003993205,0.44362912,0.00016455531,0.15485175,0.0054896898,0.014686023,0.035489786,200.51298701298703,0.8711181776235243,0.8711181776235243,0.6774962074909504,1.0
4560000,0.858325,8.0,0.42685255,0.69925433,0.14280933,0.43087023,0.00016365858,0.15455285,0.0054598292,0.026558466,0.043049935,189.3125,0.8852471305876021,0.8852471305876021,0.6718006289688645,1.0
4590000,0.925468,8.0,0.38987565,0.7774137,0.008819316,0.45729902,0.00016274714,0.15424903,0.005429478,0.02753678,0.04835516,181.20143884892087,0.8699599955616326,0.8699599955616326,1.7171108541817501,1.0
4620000,0.9788409,8.0,0.26345792,0.5980628,0.003021757,0.40111503,0.0001618416,0.15394717,0.005399324,0.018774383,0.051609706,268.8070175438597,0.7871218118477952,0.7871218118477952,1.0895482772918925,1.0
4650000,0.7960717,8.0,0.38989243,0.60861826,0.0040137335,0.4189841,0.00016093315,0.15364435,0.0053690714,0.016221028,0.0524557,178.12972972972972,0.8832278647587273,0.8832278647587273,0.639028473589264,1.0
4680000,0.81863725,8.0,0.43222946,0.5749569,0.0043859133,0.43771234,0.00016005783,0.15335257,0.0053399233,0.018616568,0.055398334,155.33714285714285,0.9098817651360733,0.9098817651360733,0.5831925154905457,1.0
4710000,0.87803817,8.0,0.33869615,0.58932376,0.0039175977,0.45474193,0.00015915775,0.15305257,0.00530995,0.019146245,0.06422785,219.63698630136986,0.8574006980363752,0.8574006980363752,0.9870892488725589,1.0
4740000,0.885535,8.0,0.33801728,0.5387686,0.002932033,0.4344878,0.00015825394,0.1527513,0.005279854,0.01847175,0.03361919,211.84671532846716,0.8534915442512908,0.8534915442512908,0.7921873643915628,1.0
4770000,0.8780511,8.0,0.35135937,0.50857574,0.0035097126,0.42855462,0.00015735583,0.15245193,0.005249947,0.017326064,0.041451868,205.40714285714284,0.8634345807359183,0.8634345807359183,0.7800589663753832,1.0
4800000,0.85735124,8.0,0.35884944,0.7442804,0.025597328,0.44358668,0.00015642827,0.15214275,0.00521906,0.03379512,0.042943764,214.28,0.8469251658336646,0.8469251658336646,1.3284207086275224,1.0
4830000,0.75805384,8.0,0.48191446,0.55499893,0.0029155526,0.47035566,0.00015555997,0.15185331,0.0051901448,0.01574897,0.041864276,136.29665071770336,0.9167611077427864,0.9167611077427864,0.4644061115794574,1.0
4860000,0.89895403,8.0,0.35060185,0.48229423,0.0030387768,0.45842865,0.00015464815,0.15154937,0.0051597813,0.018355442,0.042989828,231.6046511627907,0.8500596691043146,0.8500596691043146,0.7340848403381964,1.0
4890000,0.85862297,8.0,0.3292495,0.58622676,0.051515684,0.4517434,0.00015374068,0.15124688,0.0051295627,0.021087911,0.053861346,202.16197183098592,0.842980552619944,0.842980552619944,1.3240024691395875,1.0
4920000,0.9177347,8.0,0.3512546,0.47687316,0.002193225,0.4561386,0.00015284753,0.15094917,0.0050998214,0.014576436,0.04260773,217.36666666666667,0.8704693501875285,0.8704693501875285,0.6269460944609055,1.0
4950000,0.82361925,8.0,0.35265103,0.62702703,0.049373142,0.44117334,0.00015195375,0.15065122,0.0050700577,0.04669169,0.06111311,251.39102564102564,0.8181801249846717,0.8181801249846717,1.5040837698523573,1.0
4980000,0.82785946,8.0,0.37052077,0.48123303,0.0029143207,0.4405723,0.00015102973,0.15034322,0.005039289,0.014770733,0.04073894,152.99397590361446,0.8990715104522127,0.8990715104522127,0.4829726323033824,1.0
5010000,0.8487905,8.0,0.345365,0.43602276,0.0035089224,0.43648162,0.00015013522,0.15004505,0.0050095012,0.014706395,0.030036347,224.63333333333333,0.8607330639648625,0.8607330639648625,0.6739359212137289,1.0
5040000,0.8767282,8.0,0.29952863,0.46816546,0.007670856,0.40203834,0.00014923389,0.14974461,0.004979487,0.020849515,0.054773886,266.4047619047619,0.8047016750113303,0.8047016750113303,0.9005105940178976,1.0
5070000,0.83314824,8.0,0.41656148,0.593941,0.1363857,0.44634968,0.00014833926,0.14944641,0.004949695,0.03331362,0.048104644,194.6280487804878,0.8730678974110403,0.8730678974110403,1.5526527809324089,1.0
5100000,0.8670192,8.0,0.37569886,0.7508368,0.37339094,0.3950049,0.00014746787,0.14915596,0.0049206787,0.06117188,0.07363506,167.3925925925926,0.9056559394706379,0.9056559394706379,0.6478260615645172,1.0
5130000,0.789672,8.0,0.40202302,0.65397984,0.7153212,0.4417235,0.00014656637,0.14885543,0.004890658,0.065623865,0.067033164,195.5,0.8733433456176278,0.8733433456176278,4.421029451873821,1.0
5160000,0.87174815,8.0,0.3527479,0.42056042,0.0032636358,0.43564272,0.00014563923,0.14854638,0.004859783,0.016364256,0.043322917,214.98709677419356,0.8440553985183706,0.8440553985183706,0.7281352389931075,1.0
5190000,0.9160456,8.0,0.36016953,0.35842973,0.0033764683,0.43144652,0.00014474375,0.14824791,0.004829965,0.017854014,0.041695964,204.1796875,0.8852262747113722,0.8852262747113722,0.6439515421860409,1.0
5220000,0.81269157,8.0,0.39901063,0.38659638,0.0041656634,0.43787727,0.0001438571,0.14795233,0.00480044,0.016136015,0.039035745,165.45355191256832,0.9061472173780203,0.9061472173780203,0.5962315338456796,1.0
5250000,0.78117186,8.0,0.41429463,0.32259575,0.0032885938,0.4404565,0.0001429446,0.14764817,0.0047700536,0.012735825,0.01865124,190.06741573033707,0.8800422789369311,0.8800422789369311,0.5548662186826446,1.0
5280000,0.8080942,8.0,0.45898,0.31102565,0.0029421062,0.45240158,0.00014203877,0.14734623,0.0047398885,0.012988102,0.02827764,147.9306358381503,0.9115050838744573,0.9115050838744573,0.3878909575826578,1.0
5310000,0.7389033,8.0,0.45903924,0.3032913,0.00296828,0.44909206,0.0001411491,0.14704967,0.0047102626,0.013568984,0.030192267,152.96190476190475,0.9031435364598863,0.9031435364598863,0.43263541216823903,1.0
5340000,0.87939876,8.0,0.3924175,0.3396281,0.0030988252,0.43235102,0.0001402328,0.14674425,0.00467975,0.017940538,0.03973885,179.21212121212122,0.8795152403323389,0.8795152403323389,0.6084712074796964,1.0
5370000,0.8694147,8.0,0.3242787,0.37118155,0.0029674072,0.46046644,0.00013935665,0.1464522,0.004650574,0.018580172,0.0345618,202.43382352941177,0.8806239389092989,0.8806239389092989,0.8071112289982126,1.0
5400000,0.82364726,8.0,0.37221944,0.35659015,0.00302548,0.46872455,0.00013844736,0.1461491,0.004620295,0.017680395,0.028923944,201.5147928994083,0.8623428524743696,0.8623428524743696,0.6536881077733839,1.0
5430000,0.8195861,8.0,0.36618665,0.3727725,0.003177372,0.46166474,0.00013752937,0.14584312,0.0045897267,0.016570065,0.048815206,190.5375,0.8855553439953042,0.8855553439953042,0.6016550541111508,1.0
5460000,0.8468284,8.0,0.38382208,0.34806058,0.00306584,0.4664239,0.00013665944,0.14555313,0.004560757,0.015221022,0.03510848,154.4295302013423,0.9021234130368957,0.9021234130368957,0.5247460627114943,1.0
5490000,0.82160974,8.0,0.35209182,0.32356757,0.0031889202,0.4402547,0.00013576107,0.14525367,0.004530842,0.016142955,0.03395896,176.81656804733728,0.88138742214013,0.88138742214013,0.5463802485788118,1.0
5520000,0.72962147,8.0,0.43207058,0.30446297,0.0029198113,0.46076143,0.0001348655,0.14495516,0.004501019,0.012440095,0.02221406,173.6161616161616,0.8834099952876567,0.8834099952876567,0.506597837448353,1.0
5550000,0.7633626,8.0,0.40342999,0.31984818,0.002976766,0.46904942,0.00013396116,0.14465371,0.0044709044,0.01563129,0.0328041,171.7942857142857,0.8915155160016027,0.8915155160016027,0.5367485253921785,1.0
5580000,0.7739055,8.0,0.40769342,0.6644708,0.8764492,0.41755968,0.00013304273,0.14434756,0.004440321,0.07972197,0.071374245,136.31791907514452,0.9177305385202705,0.9177305385202705,0.9113617520667836,1.0
5610000,0.8947812,8.0,0.34929723,0.59902465,0.21367344,0.44133475,0.00013214942,0.14404978,0.0044105737,0.03618095,0.06336597,234.13194444444446,0.83815917474072,0.83815917474072,5.026220062392808,1.0
5640000,0.7118589,8.0,0.4304765,0.43886533,0.0031613945,0.4332153,0.0001312507,0.14375022,0.0043806466,0.014211782,0.031968877,159.38725490196077,0.8995596982205092,0.8995596982205092,0.49207145092425064,1.0
5670000,0.8834941,8.0,0.33021754,0.50647336,0.037977643,0.43059486,0.00013035629,0.14345208,0.0043508625,0.027290236,0.06801667,233.5966386554622,0.8459268237153689,0.8459268237153689,0.7627516055358498,1.0
5700000,0.83445436,8.0,0.3949537,0.767492,0.13630542,0.43524542,0.00012943515,0.14314502,0.0043201884,0.034364454,0.07012855,201.4551724137931,0.8587780965723261,0.8587780965723261,2.606042378294846,1.0
5730000,0.82849336,8.0,0.40668112,0.43779796,0.0030322303,0.46344364,0.00012852994,0.14284329,0.004290045,0.015747042,0.04540272,173.5595238095238,0.8903317872671722,0.8903317872671722,0.6572547006081639,1.0
5760000,0.81714785,8.0,0.3994969,0.39323276,0.0027731038,0.46914086,0.00012763044,0.14254346,0.004260091,0.015292657,0.032920465,180.4632768361582,0.8766516791970542,0.8766516791970542,0.5638639841940296,1.0
5790000,0.84361076,8.0,0.3660056,0.4120249,0.0027549567,0.45322624,0.00012673702,0.14224567,0.004230341,0.020571614,0.05538915,198.486301369863,0.8787118838383601,0.8787118838383601,0.6751800862538231,1.0
5820000,0.75090533,8.0,0.41276968,0.42235816,0.003041273,0.46857187,0.00012585321,0.14195104,0.0042009098,0.015928132,0.036109664,173.8932584269663,0.8778335086397222,0.8778335086397222,0.6865339120195524,1.0
5850000,0.78230166,8.0,0.43895185,0.35487083,0.0026069426,0.47526938,0.00012496013,0.14165334,0.00417117,0.0141824195,0.03429993,143.7724867724868,0.9112042747238741,0.9112042747238741,0.42705509129831976,1.0
5880000,0.89579344,8.0,0.29740414,0.4084459,0.003988832,0.44755918,0.00012406564,0.14135519,0.0041413833,0.019476047,0.050519917,222.29007633587787,0.8681333277826057,0.8681333277826057,0.8391834869557484,1.0
5910000,0.74294853,8.0,0.4615459,0.45573834,0.00793191,0.47720164,0.00012316853,0.14105615,0.0041115102,0.021542856,0.050487377,165.33168316831683,0.8922526781515377,0.8922526781515377,0.789729630447379,1.0
5940000,0.79743403,8.0,0.4275051,0.39700228,0.002925315,0.4462493,0.00012225742,0.14075245,0.004081169,0.014825931,0.030715408,165.82558139534885,0.903903007058494,0.903903007058494,0.5088685834892543,1.0
5970000,0.6819068,8.0,0.49026412,0.39866048,0.0022378755,0.48033535,0.00012133611,0.14044534,0.0040504904,0.015701573,0.03604321,126.45081967213115,0.9234589182798794,0.9234589182798794,0.3915781642260084,1.0
6000000,0.7627165,8.0,0.43208587,0.3969112,0.002632625,0.45776835,0.00012045367,0.14015122,0.004021104,0.016878784,0.03898612,157.4240837696335,0.9069610215723515,0.9069610215723515,0.5303062695818834,1.0
6030000,0.79170954,8.0,0.4361314,0.4533556,0.0027184484,0.45421252,0.000119582306,0.13986073,0.0039920886,0.016172066,0.057731595,162.9943820224719,0.9035814151249296,0.9035814151249296,0.5766729596757987,1.0
6060000,0.72834384,8.0,0.43009076,0.4522076,0.0031133937,0.49447614,0.00011865328,0.13955109,0.0039611524,0.014790697,0.04207784,137.8221153846154,0.9110941452587523,0.9110941452587523,0.442731667543398,1.0
6090000,0.71798193,8.0,0.4179572,0.42256853,0.0036863035,0.44133893,0.00011774362,0.13924785,0.0039308597,0.014249215,0.02512855,154.855,0.9210733285317054,0.9210733285317054,0.4254865480825687,1.0
6120000,0.73032755,8.0,0.44016573,0.45947,0.0030969435,0.44319198,0.00011684904,0.13894966,0.003901071,0.016045498,0.040733203,156.07179487179488,0.9015345321488135,0.9015345321488135,0.5761769775339624,1.0
6150000,0.698007,8.0,0.44277194,0.41855562,0.0028001918,0.47453123,0.000115941824,0.13864726,0.0038708607,0.014459967,0.031231437,141.90338164251207,0.9266966303738837,0.9266966303738837,0.3714117558780484,1.0
6180000,0.79752463,8.0,0.42523167,0.4121123,0.0029562223,0.45944136,0.000115045106,0.13834834,0.0038410004,0.016240783,0.035044488,163.62359550561797,0.8945230720462379,0.8945230720462379,0.5650634839516747,1.0
6210000,0.7965403,8.0,0.38357574,0.42935804,0.0030387368,0.46264714,0.00011414107,0.13804701,0.0038108951,0.019962166,0.049022138,162.54748603351956,0.887830052201803,0.887830052201803,0.6475100888725306,1.0
6240000,0.6950618,8.0,0.4228217,0.4444065,0.0028137192,0.4519315,0.000113274065,0.13775799,0.003782024,0.015228966,0.026434869,137.9271844660194,0.920276994366601,0.920276994366601,0.4201864326906176,1.0
6270000,0.88230425,8.0,0.34513408,0.40557414,0.0026882922,0.45656997,0.000112359,0.13745297,0.0037515524,0.015832158,0.033076175,215.52173913043478,0.8658551422550398,0.8658551422550398,0.6862416157827658,1.0
