Steps,Policy/Entropy,Environment/Lesson/SimplePathFinding,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
6300000,0.76993155,8.0,0.41059172,0.400051,0.0029096594,0.47944883,0.00011143938,0.13714644,0.0037209291,0.016969968,0.042137817,173.34031413612564,0.8848691860163534,0.8848691860163534,0.5693656536070881,1.0
6330000,0.7018469,8.0,0.40990037,0.42506507,0.017390544,0.47596046,0.00011055392,0.13685128,0.0036914432,0.019491198,0.04988885,136.0344827586207,0.9088377964339758,0.9088377964339758,0.5108717256025122,1.0
6360000,0.6120993,8.0,0.46899256,0.4436999,0.0028176236,0.45684588,0.00010966863,0.13655618,0.0036619632,0.014041813,0.028396465,122.1547619047619,0.9277015801946165,0.9277015801946165,0.5283338628845518,1.0
6390000,0.6850928,8.0,0.457447,0.40274462,0.0029883871,0.49393347,0.000108752916,0.13625094,0.0036314693,0.012076787,0.02516413,137.45652173913044,0.9180788765500846,0.9180788765500846,0.3652443250095279,1.0
6420000,0.7474876,8.0,0.41813,0.60259,0.04411621,0.41131273,0.00010784451,0.13594815,0.0036012204,0.035697665,0.05217121,133.8469387755102,0.9229808471145782,0.9229808471145782,1.0675000010523945,1.0
6450000,0.72579014,8.0,0.41467017,0.42447463,0.002762545,0.4578506,0.00010696008,0.13565333,0.0035717688,0.013438581,0.02831689,144.89690721649484,0.912868134020006,0.912868134020006,0.4664335842312807,1.0
6480000,0.76825047,8.0,0.40652218,0.41202894,0.002929756,0.4688678,0.00010604259,0.13534752,0.0035412163,0.015045077,0.035636228,173.8622448979592,0.8759073287404645,0.8759073287404645,0.5418705647538236,1.0
6510000,0.6265438,8.0,0.45968166,0.39645067,0.0030397787,0.49900526,0.0001051572,0.13505238,0.0035117324,0.013588341,0.02439239,114.3076923076923,0.934694671209474,0.934694671209474,0.3296003878139509,1.0
6540000,0.7732088,8.0,0.35029885,0.3832558,0.0029772485,0.4624978,0.00010422703,0.13474232,0.0034807583,0.014295879,0.025705673,181.64743589743588,0.8844565163302865,0.8844565163302865,0.5160914669912424,1.0
6570000,0.68795836,8.0,0.3784981,0.40173507,0.002985595,0.46131688,0.000103358514,0.1344528,0.0034518365,0.01295773,0.025638849,171.13483146067415,0.8825911556406575,0.8825911556406575,0.47742716384053396,1.0
6600000,0.56595147,8.0,0.46286607,0.41819632,0.0033495454,0.49665737,0.00010245156,0.13415048,0.0034216344,0.011805235,0.016241835,126.82089552238806,0.9197362910481494,0.9197362910481494,0.3377540289823498,1.0
6630000,0.7755165,8.0,0.39944237,0.41731176,0.0027450218,0.46123883,0.0001015464,0.13384877,0.0033914926,0.014853342,0.035322744,156.2905027932961,0.9059049687168216,0.9059049687168216,0.4633451548317519,1.0
6660000,0.7199848,8.0,0.4299612,0.44332993,0.003137993,0.4633394,0.00010065103,0.13355032,0.0033616764,0.014387701,0.03146915,166.46153846153845,0.8951098825349364,0.8951098825349364,0.48489412625433964,1.0
6690000,0.6144204,8.0,0.41689065,0.44514808,0.0035402265,0.4627389,9.974332e-05,0.13324776,0.0033314503,0.014423562,0.036435626,133.9406779661017,0.9139640334862889,0.9139640334862889,0.4158939682682486,1.0
6720000,0.59343034,8.0,0.43039998,0.46820965,0.0033419097,0.45110336,9.8808465e-05,0.13293612,0.0033003192,0.014413987,0.023348542,132.3595041322314,0.9252280980533312,0.9252280980533312,0.3521172584935038,1.0
6750000,0.5824128,8.0,0.47441974,0.48041075,0.003814813,0.4731703,9.7958386e-05,0.13265277,0.0032720116,0.014037425,0.034418955,94.98809523809524,0.9430381646308735,0.9430381646308735,0.2767638757528083,1.0
6780000,0.77914387,8.0,0.36616576,0.47957885,0.003146492,0.43519837,9.705493e-05,0.1323516,0.0032419267,0.01505672,0.03462999,191.27167630057804,0.8611355790057065,0.8611355790057065,0.5990741633427289,1.0
6810000,0.7850736,8.0,0.38962457,0.47762284,0.0032137916,0.43819803,9.615849e-05,0.1320528,0.0032120745,0.013196031,0.026798164,165.6086956521739,0.8803081817445699,0.8803081817445699,0.5061646994456583,1.0
6840000,0.6541778,8.0,0.4110123,0.608922,0.024440251,0.4484328,9.525922e-05,0.13175306,0.0031821297,0.022226088,0.018571988,146.36651583710406,0.9030031952411617,0.9030031952411617,0.5954900969449244,1.0
6870000,0.70810384,8.0,0.3752746,0.444021,0.0035786997,0.44879723,9.433744e-05,0.1314458,0.0031514345,0.013058666,0.036557477,175.53591160220995,0.8933828558666366,0.8933828558666366,0.4916973530714001,1.0
6900000,0.72272784,8.0,0.37962463,0.41204956,0.0031453385,0.4412349,9.346181e-05,0.13115391,0.0031222755,0.013266057,0.018902685,139.6764705882353,0.9154238875541422,0.9154238875541422,0.3534891204184128,1.0
6930000,0.60881305,8.0,0.42203036,0.40357086,0.0035393036,0.45839563,9.257944e-05,0.13085979,0.003092893,0.011917948,0.02035296,149.1949152542373,0.8987307001330089,0.8987307001330089,0.390258856132022,1.0
6960000,0.73935956,8.0,0.379074,0.40511957,0.0029894083,0.47574472,9.1637245e-05,0.13054574,0.003061518,0.016110776,0.033458233,132.83248730964468,0.9177603105985627,0.9177603105985627,0.416098284626322,1.0
6990000,0.7080445,8.0,0.3671415,0.3879423,0.0030955668,0.46499503,9.074691e-05,0.13024895,0.0030318697,0.012285415,0.022844799,156.74742268041237,0.8960537675337575,0.8960537675337575,0.44791487545879494,1.0
7020000,0.5879048,8.0,0.45214993,0.3833995,0.0033293227,0.4465807,8.985947e-05,0.12995313,0.0030023183,0.014619729,0.03024435,120.72,0.9258845014655722,0.9258845014655722,0.34667759603129983,1.0
7050000,0.7230871,8.0,0.37154388,0.5459791,0.7563114,0.43608943,8.894076e-05,0.12964688,0.0029717244,0.059328392,0.05110103,137.31400966183574,0.9143142845169664,0.9143142845169664,1.838847610956113,1.0
7080000,0.6721039,8.0,0.41795322,0.46300012,0.0039192494,0.46272287,8.805475e-05,0.12935156,0.00294222,0.013657758,0.027984409,135.71689497716895,0.916351303231457,0.916351303231457,0.4079165475119067,1.0
7110000,0.6277651,8.0,0.41589287,0.5184991,0.0041788663,0.47040477,8.716805e-05,0.129056,0.002912694,0.01224222,0.026995646,139.47210300429185,0.9086695264209493,0.9086695264209493,0.3594184014706397,1.0
7140000,0.61725366,8.0,0.4198322,0.61220706,0.0052306973,0.48432383,8.62511e-05,0.12875034,0.002882159,0.010738811,0.019944455,118.46753246753246,0.9374244532275409,0.9374244532275409,0.25908346694800594,1.0
7170000,0.62967694,8.0,0.41600725,0.6680762,0.0057169497,0.45996004,8.533107e-05,0.12844367,0.0028515225,0.011444787,0.031192578,140.4978540772532,0.9151911094122462,0.9151911094122462,0.3316185290945901,1.0
7200000,0.5887049,8.0,0.44363353,0.6773698,0.004817438,0.4473767,8.444775e-05,0.12814921,0.0028221072,0.012648326,0.022143956,103.10204081632654,0.9401137260829702,0.9401137260829702,0.28046453235780494,1.0
7230000,0.7115867,8.0,0.35488826,0.5938478,0.004284303,0.4404208,8.3555045e-05,0.12785165,0.0027923803,0.01481835,0.024316076,170.93582887700535,0.8879668404632074,0.8879668404632074,0.5347542574200879,1.0
7260000,0.5641072,8.0,0.4529714,0.58663404,0.0042413105,0.4574303,8.2661914e-05,0.12755394,0.0027626397,0.011698731,0.018339187,100.50381679389314,0.9497775640551128,0.9497775640551128,0.2274319564661599,1.0
7290000,0.605497,8.0,0.40819982,0.51357746,0.0046423026,0.44610542,8.173636e-05,0.12724543,0.0027318182,0.011019092,0.018974274,136.74524714828897,0.9116362525944216,0.9116362525944216,0.33673290462340727,1.0
7320000,0.6611152,8.0,0.4271147,0.48210067,0.003887339,0.48299375,8.085648e-05,0.12695213,0.002702518,0.012234499,0.020088885,120.63636363636364,0.9264759638150875,0.9264759638150875,0.2893549698872628,1.0
7350000,0.6197716,8.0,0.40216097,0.7151785,0.45348936,0.39957857,7.997481e-05,0.12665823,0.002673158,0.050967976,0.05576074,122.1625,0.9303940925668563,0.9303940925668563,0.5122010778804714,1.0
7380000,0.6735869,8.0,0.32969403,0.5997495,0.015691072,0.44497555,7.9048514e-05,0.1263495,0.0026423133,0.015940716,0.017698241,151.02369668246445,0.906307655801043,0.906307655801043,2.0127507083866583,1.0
7410000,0.5358594,8.0,0.4079557,0.49478236,0.005557002,0.45458117,7.813969e-05,0.12604652,0.0026120485,0.009368227,0.011801435,104.08527131782945,0.94474046628067,0.94474046628067,0.20836636175651552,1.0
7440000,0.5061482,8.0,0.48504978,0.48261467,0.0038378024,0.4711337,7.724881e-05,0.12574957,0.0025823826,0.012121649,0.018234456,102.71331058020478,0.9364307148718997,0.9364307148718997,0.22067088353743225,1.0
7470000,0.6939074,8.0,0.37965512,0.46250194,0.0036929906,0.44277433,7.635726e-05,0.12545238,0.0025526942,0.012000195,0.028366437,145.3904761904762,0.9004251134950061,0.9004251134950061,0.3735952967149747,1.0
7500000,0.4915901,8.0,0.49874544,0.4756656,0.0039025124,0.4649114,7.546383e-05,0.12515458,0.0025229428,0.00946363,0.009448162,104.63106796116504,0.9377444446379063,0.9377444446379063,0.2220732389212726,1.0
7530000,0.62242824,8.0,0.38323817,0.43475378,0.004119697,0.43559855,7.456229e-05,0.12485408,0.0024929217,0.012181845,0.022135705,127.64840182648402,0.9258023685471142,0.9258023685471142,0.311089415994795,1.0
7560000,0.5359546,8.0,0.41268378,0.44191182,0.0047876025,0.42922565,7.362235e-05,0.12454076,0.002461621,0.011904156,0.026502797,131.10655737704917,0.9271883509424795,0.9271883509424795,0.3099454807633736,1.0
7590000,0.603587,8.0,0.4292919,0.4653436,0.0041124094,0.46103695,7.2736286e-05,0.12424541,0.0024321154,0.012893859,0.0149932,123.63513513513513,0.9291669670408128,0.9291669670408128,0.3078927501142699,1.0
7620000,0.6207421,8.0,0.37998384,0.4692093,0.0037587672,0.41454163,7.184584e-05,0.12394858,0.0024024637,0.014079169,0.0334362,133.16746411483254,0.9283400948928751,0.9283400948928751,0.33202793235004235,1.0
7650000,0.68961203,8.0,0.36301115,0.4973213,0.0037983411,0.45943102,7.096005e-05,0.12365333,0.002372967,0.015621579,0.042084355,160.8820512820513,0.8918219465671516,0.8918219465671516,0.5130103212326946,1.0
7680000,0.6657267,8.0,0.41309297,0.49780777,0.003815332,0.46052608,7.0049915e-05,0.12334994,0.0023426593,0.012785671,0.023725064,124.81333333333333,0.9290660536343899,0.9290660536343899,0.2926523888466555,1.0
7710000,0.6943732,8.0,0.3537052,0.44968373,0.0036030388,0.456752,6.914309e-05,0.12304767,0.0023124623,0.011910467,0.021502865,159.31606217616581,0.9045248682866442,0.9045248682866442,0.42305161004374525,1.0
7740000,0.59540373,8.0,0.40131262,0.48793355,0.0035140591,0.43933776,6.824646e-05,0.122748785,0.0022826043,0.015730245,0.03722976,124.72764227642277,0.9169115996062756,0.9169115996062756,0.3971212035790086,1.0
7770000,0.5779939,8.0,0.42473593,0.4488602,0.0046807895,0.4622804,6.7372384e-05,0.12245744,0.002253498,0.0112213055,0.020367777,117.35918367346939,0.9337813751055644,0.9337813751055644,0.2685505410591291,1.0
7800000,0.6718838,8.0,0.39616367,0.43216792,0.0034335835,0.44842649,6.644789e-05,0.122149274,0.0022227117,0.013017319,0.026061613,129.57777777777778,0.9164920905994814,0.9164920905994814,0.3523406944021063,1.0
7830000,0.5599574,8.0,0.42110902,0.4334786,0.003841618,0.46468058,6.5551554e-05,0.12185049,0.002192864,0.011861314,0.021932859,115.11328125,0.9309630578856415,0.9309630578856415,0.3003499361185996,1.0
7860000,0.61159474,8.0,0.39209002,0.45767134,0.0038940224,0.4238923,6.467492e-05,0.12155829,0.0021636717,0.014810635,0.015516064,123.66810344827586,0.9334423556338232,0.9334423556338232,0.38456250656412416,1.0
7890000,0.6519489,8.0,0.41783416,0.4810309,0.0036956887,0.43290693,6.376053e-05,0.12125348,0.002133223,0.015524806,0.041161984,147.08675799086757,0.9070244114233854,0.9070244114233854,0.45612233160107346,1.0
7920000,0.5779403,8.0,0.43438175,0.50126326,0.0036740706,0.4719585,6.283246e-05,0.12094413,0.002102318,0.014732948,0.027747722,126.69565217391305,0.9240571424542439,0.9240571424542439,0.4041090840695515,1.0
7950000,0.54289675,8.0,0.45669895,0.5231707,0.0044701477,0.45940456,6.193149e-05,0.1206438,0.002072316,0.013505729,0.024815109,110.25735294117646,0.9382117217058664,0.9382117217058664,0.306944330396888,1.0
7980000,0.6691951,8.0,0.37010545,0.4756195,0.0050925943,0.4693403,6.1041275e-05,0.12034707,0.0020426717,0.019109609,0.030254688,133.625,0.9190302431946847,0.9190302431946847,0.4765925370656499,1.0
8010000,0.6376987,8.0,0.32688445,0.43812662,0.004301802,0.4426286,6.015059e-05,0.12005017,0.0020130118,0.013080415,0.03703884,156.05555555555554,0.8962680160015972,0.8962680160015972,0.46563811411107253,1.0
8040000,0.6737388,8.0,0.39594,0.42238212,0.00404065,0.44171894,5.92576e-05,0.11975251,0.0019832756,0.012225925,0.02688129,130.84579439252337,0.9210098103802895,0.9210098103802895,0.31701492434846257,1.0
8070000,0.5711527,8.0,0.3792661,0.37197143,0.0040423013,0.45156634,5.8335867e-05,0.11944527,0.0019525813,0.009952722,0.009879148,139.86808510638298,0.9191836251555818,0.9191836251555818,0.30466676704107526,1.0
8100000,0.54991543,8.0,0.40647286,0.38314644,0.004347004,0.44333786,5.7439862e-05,0.11914661,0.0019227448,0.013268185,0.024570642,114.65,0.923027528864652,0.923027528864652,0.29631837959088353,1.0
8130000,0.6179383,8.0,0.42740244,0.40793416,0.0037627213,0.46046963,5.6571105e-05,0.11885701,0.0018938149,0.011434681,0.014733224,124.8974358974359,0.9212848105416771,0.9212848105416771,0.30859611754576804,1.0
8160000,0.6369071,8.0,0.4167366,0.37807077,0.003717571,0.44836313,5.5643348e-05,0.11854777,0.0018629206,0.011067606,0.013996287,146.93809523809523,0.9115397967583504,0.9115397967583504,0.3201087073038392,1.0
8190000,0.5430665,8.0,0.4657496,0.42526162,0.0061984328,0.4368547,5.473466e-05,0.11824486,0.0018326613,0.0149053475,0.032484964,109.72413793103448,0.9364973669941712,0.9364973669941712,0.3318486217325343,1.0
8220000,0.59397507,8.0,0.45962834,0.48519528,0.0044170595,0.4630677,5.3830117e-05,0.11794333,0.0018025402,0.015954597,0.037429955,137.49583333333334,0.9188619639692653,0.9188619639692653,0.4953645195097575,1.0
8250000,0.5440494,8.0,0.44197604,0.47649038,0.004275047,0.46608463,5.2955842e-05,0.117651924,0.001773427,0.013597822,0.0335666,110.19665271966527,0.9368654754131086,0.9368654754131086,0.3609539316227985,1.0
8280000,0.6940512,8.0,0.37562537,0.4611253,0.0036709283,0.45021293,5.2063446e-05,0.117354445,0.0017437098,0.014142407,0.037105605,145.43069306930693,0.8997124320021566,0.8997124320021566,0.4139676503451068,1.0
8310000,0.8277374,8.0,0.2899339,0.43700862,0.003055842,0.40320587,5.1132723e-05,0.11704422,0.001712717,0.013639009,0.036651336,233.3969465648855,0.8462499964587165,0.8462499964587165,0.6557474397546188,1.0
8340000,0.649758,8.0,0.3957426,0.409475,0.0035626183,0.45490623,5.0272083e-05,0.11675733,0.0016840574,0.010208515,0.013551287,130.49099099099098,0.9216986771525265,0.9216986771525265,0.3002599863600117,1.0
8370000,0.5252299,8.0,0.45025072,0.39129445,0.0038911155,0.44552448,4.934362e-05,0.11644785,0.0016531396,0.011124613,0.012489982,120.322695035461,0.9212594076276266,0.9212594076276266,0.30798858887003905,1.0
8400000,0.5558989,8.0,0.44342312,0.34924415,0.004067849,0.45684287,4.8458758e-05,0.116152905,0.0016236738,0.010771805,0.019095013,97.50212765957447,0.95197773377905,0.95197773377905,0.1870026340866499,1.0
8430000,0.55269367,8.0,0.42960444,0.38334548,0.0038725985,0.4718979,4.7540692e-05,0.11584687,0.0015931024,0.0122501375,0.024159092,133.45038167938932,0.9112190444258943,0.9112190444258943,0.3482524609074943,1.0
8460000,0.64340156,8.0,0.4613534,0.40346387,0.003269682,0.46602917,4.663048e-05,0.11554347,0.0015627925,0.011204826,0.017228829,137.2112676056338,0.9141736321151257,0.9141736321151257,0.31683099748228083,1.0
8490000,0.6355675,8.0,0.4331587,0.3725267,0.00366293,0.45756057,4.575567e-05,0.115251854,0.0015336609,0.0108100725,0.023276981,115.52549019607844,0.9262988084542846,0.9262988084542846,0.26479423356183346,1.0
8520000,0.48067123,8.0,0.4747709,0.3729082,0.0041291425,0.47721803,4.4833134e-05,0.11494435,0.0015029404,0.009729838,0.011475308,105.82214765100672,0.9374213320761919,0.9374213320761919,0.22849750799980637,1.0
8550000,0.60076356,8.0,0.45607457,0.42172074,0.036047067,0.45372263,4.3923403e-05,0.1146411,0.0014726464,0.017264575,0.018907398,116.92885375494072,0.929044175040291,0.929044175040291,0.2836723398514481,1.0
8580000,0.545891,8.0,0.42053664,0.7588026,1.8485923,0.4187822,4.302515e-05,0.11434169,0.0014427345,0.19745979,0.0465432,112.6692607003891,0.9356447036652004,0.9356447036652004,3.6295645138915336,1.0
8610000,0.5744687,8.0,0.41556913,0.83083385,0.54321235,0.4512629,4.215149e-05,0.11405047,0.0014136416,0.06009207,0.08323384,114.37301587301587,0.928888886282042,0.928888886282042,1.5763546229764762,1.0
8640000,0.60476416,8.0,0.42689854,0.54217774,0.004754982,0.46502984,4.1237618e-05,0.11374584,0.0013832098,0.011953513,0.017284937,124.23694779116465,0.9201694170305551,0.9201694170305551,0.330112490547082,1.0
8670000,0.5036869,8.0,0.4594569,0.49717653,0.0040015653,0.43360165,4.0330164e-05,0.11344336,0.0013529913,0.01048144,0.015782658,111.15972222222223,0.9310814154560905,0.9310814154560905,0.24182850700123487,1.0
8700000,0.49589586,8.0,0.4590254,0.47737962,0.004432487,0.42403418,3.9485283e-05,0.113161735,0.001324857,0.010266437,0.01541973,106.77220077220078,0.9483745174921158,0.9483745174921158,0.2152248538237669,1.0
8730000,0.47611952,8.0,0.47126356,0.4434053,0.0043442035,0.443854,3.8575254e-05,0.11285839,0.0012945529,0.009821662,0.01285468,101.89781021897811,0.9476245478979086,0.9476245478979086,0.21715327355311342,1.0
8760000,0.5752392,8.0,0.42618704,0.3796896,0.004323495,0.46398178,3.7665228e-05,0.11255504,0.0012642492,0.009914245,0.015973551,120.8582995951417,0.9269967063218968,0.9269967063218968,0.25395274625270947,1.0
8790000,0.5918426,8.0,0.421449,0.40594232,0.0037690601,0.44972163,3.6753623e-05,0.112251185,0.0012338927,0.013500263,0.024657724,116.64556962025317,0.9237909866377008,0.9237909866377008,0.2921158676875092,1.0
8820000,0.5154627,8.0,0.43511498,0.42998868,0.004527771,0.46112624,3.5846722e-05,0.11194887,0.001203693,0.012417546,0.02178494,133.86046511627907,0.9101822387614076,0.9101822387614076,0.3945918516804281,1.0
8850000,0.5576728,8.0,0.4051034,0.35713008,0.0043292306,0.44074008,3.4948047e-05,0.11164931,0.0011737671,0.010577567,0.012800276,117.5330396475771,0.9375396531139468,0.9375396531139468,0.2507564213191127,1.0
8880000,0.53440565,8.0,0.41465572,0.34185967,0.0044629695,0.42380336,3.406201e-05,0.111353986,0.0011442619,0.011224813,0.015346652,113.928,0.9267951584751567,0.9267951584751567,0.24617198978986352,1.0
8910000,0.5157005,8.0,0.43265054,0.33388355,0.0039785807,0.43233326,3.316487e-05,0.11105492,0.0011143872,0.012890802,0.026269786,119.88593155893535,0.920868058933278,0.920868058933278,0.36718288341275074,1.0
8940000,0.5728473,8.0,0.42224872,0.3270505,0.0038511844,0.44534868,3.2258187e-05,0.110752694,0.0010841946,0.0109002385,0.014175097,122.23673469387755,0.9223383664476629,0.9223383664476629,0.2754451430136604,1.0
8970000,0.5768206,8.0,0.41391847,0.42485234,0.010018273,0.42618802,3.1373e-05,0.11045765,0.0010547179,0.012115656,0.017388728,123.47107438016529,0.9354158313944936,0.9354158313944936,0.29663981672686834,1.0
9000000,0.6284962,8.0,0.34505996,0.60518026,0.14931685,0.43772298,3.0436764e-05,0.11014556,0.0010235411,0.038984444,0.045514386,128.88118811881188,0.9193431428695088,0.9193431428695088,1.3064520251216263,1.0
9030000,0.50850666,8.0,0.45726913,0.4080215,0.0045002764,0.44163305,2.9532453e-05,0.109844126,0.0009934276,0.01083832,0.023189344,123.57553956834532,0.9206204272833349,0.9206204272833349,0.3262127708972475,1.0
9060000,0.5568094,8.0,0.43047303,0.44001082,0.004437253,0.44957784,2.8629422e-05,0.1095431,0.0009633566,0.011351644,0.014717322,115.37795275590551,0.9332751957039664,0.9332751957039664,0.2764435934900181,1.0
9090000,0.58118063,8.0,0.4076848,0.3919555,0.0036107271,0.41754508,2.7738923e-05,0.10924627,0.00093370315,0.009009964,0.009814041,130.98717948717947,0.9149917640527825,0.9149917640527825,0.2577527962805159,1.0
9120000,0.58466387,8.0,0.4240449,0.44567126,0.0043744985,0.4477149,2.6862694e-05,0.1089542,0.0009045246,0.012382774,0.016956242,102.29741379310344,0.9351378844041657,0.9351378844041657,0.23080241689171296,1.0
9150000,0.45510757,8.0,0.42904514,0.5424451,0.0056304396,0.42378122,2.5938152e-05,0.10864602,0.0008737373,0.011218131,0.02190136,136.45353159851302,0.9055582072808227,0.9055582072808227,0.33629065781046374,1.0
9180000,0.5378777,8.0,0.42923504,0.48621058,0.0046567935,0.43709642,2.5082225e-05,0.10836071,0.0008452351,0.009859088,0.018181717,109.28571428571429,0.9418012732838063,0.9418012732838063,0.21967153115633956,1.0
9210000,0.5484825,8.0,0.40224364,0.44435272,0.0043090163,0.42655182,2.4158086e-05,0.108052656,0.0008144612,0.012074578,0.021294024,131.9102564102564,0.9113882580529089,0.9113882580529089,0.31151332574208146,1.0
9240000,0.47842973,8.0,0.45542765,0.43579063,0.0042688213,0.42571297,2.3230587e-05,0.1077435,0.0007835754,0.009949261,0.012301028,114.0618556701031,0.9256858632705658,0.9256858632705658,0.247953838382456,1.0
9270000,0.43891826,8.0,0.49774837,0.42139804,0.004842122,0.43244225,2.2338758e-05,0.10744622,0.0007538777,0.010697422,0.018835727,91.64724919093851,0.9475771416510854,0.9475771416510854,0.2081006977943674,1.0
9300000,0.5326375,8.0,0.4780222,0.43628952,0.0035871863,0.42442936,2.1425014e-05,0.107141644,0.0007234499,0.013973887,0.026192717,112.0845588235294,0.9319335799942265,0.9319335799942265,0.2994987302504952,1.0
9330000,0.49108732,8.0,0.4717132,0.3963445,0.0037140935,0.44678655,2.0524347e-05,0.10684142,0.00069345755,0.009067334,0.01817669,101.44884488448845,0.942090332582593,0.942090332582593,0.2133102058665827,1.0
9360000,0.5218751,8.0,0.47338063,0.38382635,0.0036838204,0.44100797,1.9634897e-05,0.106544934,0.00066383893,0.010804022,0.021623118,96.91911764705883,0.9455931376033742,0.9455931376033742,0.19641348034385525,1.0
9390000,0.4369613,8.0,0.47737113,0.3483724,0.0037052915,0.44498122,1.8729734e-05,0.10624322,0.000633697,0.008809373,0.014508915,113.77777777777777,0.932723916807147,0.932723916807147,0.2327126151776913,1.0
9420000,0.34124154,9.0,0.5567689,0.3603027,0.0037569979,0.4578546,1.7862985e-05,0.1059543,0.00060483423,0.008312627,0.015585135,73.74262734584451,0.9633173337578773,0.9633173337578773,0.12448874184240898,1.0
9450000,0.5169463,9.0,0.49442673,0.3552166,0.0035583219,0.4753729,1.6964368e-05,0.10565476,0.0005749103,0.009967003,0.013590742,100.29861111111111,0.9463079829131149,0.9463079829131149,0.197517852518811,1.0
