Steps,Policy/Entropy,Environment/Lesson/SimplePathFinding,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
30000,1.531443,0.0,0.24228705,1.2006012,212.03603603603602,0.13715976,0.4527421,0.00029952417,0.1998414,0.009984154,0.18720199,0.9562131,0.8930275175686276,0.8930275175686276,7.090729683569265,1.0
60000,1.5519016,0.0,0.28638393,4.0536118,573.7307692307693,0.14853387,0.43721566,0.00029867855,0.19955952,0.009955996,0.22176334,0.28825527,0.7002509282726161,0.7002509282726161,25.671446024246936,1.0
90000,1.4813112,0.0,0.23851271,4.5320473,372.28735632183907,0.07008487,0.44325402,0.00029775282,0.19925094,0.009925167,0.17739448,0.24029042,0.8034068818750053,0.8034068818750053,13.96698995748128,1.0
120000,1.4444987,0.0,0.20453645,4.2397394,652.25,0.15223417,0.41889793,0.00029685572,0.19895189,0.009895295,0.14633118,0.23533462,0.6337092889602794,0.6337092889602794,20.182766926496527,1.0
150000,1.3925524,0.0,0.2118441,4.6548834,523.0579710144928,0.09150645,0.42900118,0.000295933,0.19864434,0.009864569,0.13110611,0.19136132,0.6216067614949355,0.6216067614949355,18.762624883045586,1.0
180000,1.3405845,0.0,0.43325415,3.8443794,189.8930817610063,0.16607235,0.4613891,0.00029504945,0.19834982,0.009835145,0.12617673,0.1380706,0.8965496637560184,0.8965496637560184,5.26907385347618,1.0
210000,1.2933378,0.0,0.4987453,3.9219193,133.58767772511848,0.06917639,0.43915826,0.00029413123,0.19804372,0.009804568,0.13218465,0.10784506,0.9341071383428893,0.9341071383428893,3.390731666303639,1.0
240000,1.2217312,0.0,0.59623915,3.5726779,104.89516129032258,0.06488241,0.4689906,0.0002932747,0.19775821,0.009776045,0.09820764,0.077679075,0.9490739990770817,0.9490739990770817,2.0462244179844857,1.0
270000,1.2376384,0.0,0.5427265,3.2138033,119.4695340501792,0.07087963,0.46459565,0.00029235816,0.19745277,0.009745527,0.08323132,0.07175366,0.9395866399960398,0.9395866399960398,1.9328576635152424,1.0
300000,1.2344774,1.0,0.5911939,3.1386373,91.71865443425077,0.14955044,0.47536874,0.00029144756,0.19714917,0.009715202,0.105668664,0.19839649,0.9536886773534916,0.9536886773534916,2.022572951215618,1.0
330000,1.1198375,1.0,0.6544295,3.4158258,77.832,0.012102496,0.45569822,0.00029053568,0.19684523,0.009684838,0.101104945,0.13061032,0.960539680881002,0.960539680881002,1.6318649890482742,1.0
360000,1.0998225,2.0,0.45960242,2.309943,165.27777777777777,0.0072496,0.42423064,0.00028966888,0.19655631,0.009655974,0.07196747,0.2856404,0.9516249994215157,0.9516249994215157,1.5627118813073528,1.0
390000,1.3154148,2.0,0.14415689,1.72423,551.3142857142857,0.012187281,0.38889444,0.00028873963,0.19624655,0.009625028,0.08086018,0.23358281,0.5286805784857985,0.5286805784857985,8.93712696255143,1.0
420000,1.3002583,2.0,0.4289097,1.9801714,158.125,0.009591924,0.4278589,0.0002878718,0.19595724,0.009596131,0.07400263,0.13929527,0.8845788758733998,0.8845788758733998,2.7567180376615585,1.0
450000,1.284687,2.0,0.4319598,1.8223592,205.1387283236994,0.009594055,0.4137756,0.00028695966,0.19565322,0.009565757,0.07232901,0.108173296,0.8800283177739623,0.8800283177739623,2.8601867225602526,1.0
480000,1.2503026,2.0,0.46766597,1.6850638,141.10502283105023,0.007941156,0.4220252,0.00028604458,0.19534819,0.009535283,0.06815743,0.12834668,0.9174824362484421,0.9174824362484421,1.9438568149761455,1.0
510000,1.1925918,2.0,0.49118882,1.802492,138.4056603773585,0.008474659,0.4636123,0.00028514,0.19504666,0.00950516,0.0663988,0.10741872,0.9231300436862381,0.9231300436862381,1.8160684765755062,1.0
540000,1.121072,2.0,0.5123677,1.566069,118.97328244274809,0.008244837,0.4183476,0.00028424285,0.19474763,0.009475287,0.054419033,0.13283396,0.9330796868016478,0.9330796868016478,1.3645935735257808,1.0
570000,1.075141,3.0,0.64254045,1.3835295,76.45029239766082,0.005539447,0.44084707,0.00028335492,0.19445165,0.0094457185,0.060270324,0.074364886,0.9610558821874506,0.9610558821874506,0.9372801945270861,1.0
600000,1.1458013,3.0,0.5165795,1.5040902,128.03267973856208,0.0050984756,0.47267795,0.0002824693,0.19415644,0.009416228,0.0647667,0.14967358,0.9387320754288128,0.9387320754288128,1.4815478025461144,1.0
630000,1.1563921,3.0,0.38561717,1.761347,251.35555555555555,2.156781,0.43215302,0.00028156684,0.19385563,0.009386174,0.2882233,0.2229927,0.8054970329006513,0.8054970329006513,9.235579409560671,1.0
660000,1.1659384,3.0,0.4344726,1.5939965,198.55421686746988,0.00677562,0.37942263,0.0002806688,0.19355628,0.009356271,0.057201985,0.13592485,0.8607199954264092,0.8607199954264092,2.4850080187573576,1.0
690000,1.1707457,3.0,0.4531181,1.374591,162.6153846153846,0.006171019,0.4153583,0.00027975184,0.19325058,0.009325734,0.055060934,0.09663362,0.9061103425491815,0.9061103425491815,1.9760048491933822,1.0
720000,1.0684321,3.0,0.4881634,1.2765019,111.43145161290323,0.0052040163,0.45675322,0.00027887383,0.19295794,0.009296496,0.04936697,0.09867248,0.9318442589710237,0.9318442589710237,1.1266517939320841,1.0
750000,1.0126411,3.0,0.5657758,1.2196597,108.55521472392638,0.006140507,0.48058963,0.000277953,0.192651,0.0092658335,0.0479941,0.072562724,0.9426830244239097,0.9426830244239097,1.0880260492996945,1.0
780000,1.0082289,4.0,0.5141847,1.148356,83.02536231884058,0.004386847,0.49876988,0.00027706815,0.19235602,0.009236367,0.04560736,0.07281477,0.9571605823444624,0.9571605823444624,0.7908531288432814,1.0
810000,1.062089,4.0,0.4510942,1.0979588,136.23394495412845,0.0050151125,0.45354226,0.0002761338,0.1920446,0.009205254,0.04426963,0.10968967,0.9150795542531543,0.9150795542531543,1.2090206364459462,1.0
840000,1.1644375,4.0,0.38527206,1.112451,164.2,0.0072474116,0.43543518,0.00027524348,0.19174781,0.009175606,0.05202742,0.09401338,0.8857568934902378,0.8857568934902378,1.640068267868168,1.0
870000,1.1894065,4.0,0.38781992,1.097209,199.5625,0.0045757256,0.4416723,0.0002743297,0.1914432,0.009145178,0.043557186,0.07880425,0.8770210499826231,0.8770210499826231,1.7287316398793144,1.0
900000,1.0642611,4.0,0.49451151,1.2659494,121.24904214559388,0.0060897237,0.48263997,0.0002734282,0.19114272,0.009115158,0.044379946,0.07039721,0.9300660140288528,0.9300660140288528,1.191019010686432,1.0
930000,1.0328315,4.0,0.44341433,1.0857415,119.49789029535864,0.004287411,0.5062323,0.00027254337,0.1908478,0.009085692,0.03915473,0.08427202,0.9279868308408761,0.9279868308408761,0.9565826334641794,1.0
960000,0.9795303,4.0,0.52393484,1.048794,93.09880239520957,0.00871861,0.5362149,0.00027165815,0.1905527,0.009056215,0.042258006,0.054701917,0.9486305800007389,0.9486305800007389,0.8719146940999576,1.0
990000,0.9417418,5.0,0.52124727,1.023992,86.71787709497207,0.003990393,0.60148066,0.00027072572,0.1902419,0.009025165,0.037811413,0.07731438,0.9485542221598794,0.9485542221598794,0.697223693914001,1.0
1020000,0.96067876,5.0,0.4115838,0.9611618,125.46330275229357,0.004373493,0.5236033,0.0002698535,0.18995117,0.00899612,0.038133793,0.07726991,0.9110048293239541,0.9110048293239541,0.9839032391527137,1.0
1050000,0.9826545,5.0,0.4079799,0.93120164,134.08520179372198,0.004176627,0.4846009,0.00026892393,0.18964131,0.008965166,0.037231155,0.106357165,0.910547999507851,0.910547999507851,0.9556208208534452,1.0
1080000,0.9939369,5.0,0.54547715,0.89028597,93.72727272727273,0.0039691944,0.573196,0.00026803665,0.18934552,0.00893562,0.035357457,0.073504366,0.9573715572965984,0.9573715572965984,0.6013345545106524,1.0
1110000,0.9177793,6.0,0.5665458,0.85165906,61.974554707379134,0.0033093502,0.6056714,0.0002671348,0.18904494,0.008905589,0.033960957,0.06605688,0.9656446387717255,0.9656446387717255,0.5052307606802469,1.0
1140000,1.0578544,6.0,0.541321,0.99875826,126.80753138075313,0.9837187,0.48969656,0.0002662583,0.18875274,0.0088764,0.18135734,0.12438141,0.9272843856160148,0.9272843856160148,1.403236121424564,1.0
1170000,1.1165118,7.0,0.4207311,1.5485468,249.71428571428572,0.039594993,0.432268,0.00026538,0.18846,0.008847154,0.060364578,0.15289071,0.8923026297339484,0.8923026297339484,3.2005037141865804,1.0
1200000,1.1197735,7.0,0.1991335,1.2286996,633.8545454545455,0.008605601,0.40996757,0.00026446168,0.1881539,0.008816573,0.04661342,0.1418018,0.42924072013960946,0.42924072013960946,7.381326696594004,1.0
1230000,1.1002644,7.0,0.20249867,1.0299072,470.39130434782606,0.0045829746,0.38304833,0.00026356665,0.18785554,0.008786769,0.038292024,0.09032987,0.6618541556720933,0.6618541556720933,4.221306147713524,1.0
1260000,1.1218671,7.0,0.1080317,0.907047,680.542372881356,0.0062145316,0.3895443,0.00026264045,0.18754682,0.008755926,0.04411175,0.12439675,0.4376053392354931,0.4376053392354931,5.568466864127133,1.0
1290000,1.174303,7.0,0.18957074,0.9188923,445.7368421052632,0.0037222197,0.40099233,0.00026175572,0.18725188,0.008726463,0.0384223,0.09351658,0.6924166573832432,0.6924166573832432,3.674488542958473,1.0
1320000,1.1372697,7.0,0.13282175,0.9511485,561.3548387096774,0.006973316,0.4422754,0.00026084983,0.18694995,0.008696299,0.04846792,0.09177137,0.5507982914983216,0.5507982914983216,4.446272985551948,1.0
1350000,1.190741,7.0,0.16411795,1.0775958,558.2542372881356,0.004454169,0.3987563,0.000259943,0.18664765,0.008666101,0.03974903,0.086733386,0.5961903058473141,0.5961903058473141,5.089596779956933,1.0
1380000,1.1275746,7.0,0.19334911,0.81933904,325.5833333333333,0.0040458026,0.40285587,0.0002590671,0.18635568,0.008636933,0.037493255,0.11208053,0.7911402706263794,0.7911402706263794,2.6154543021176426,1.0
1410000,1.1691482,7.0,0.23397872,0.853991,404.13698630136986,0.014303408,0.4446029,0.00025815677,0.18605223,0.008606618,0.039338417,0.08836329,0.7269194307737052,0.7269194307737052,3.4270397923472853,1.0
1440000,1.241315,7.0,0.16012825,0.85935086,553.84,0.0035767108,0.38678142,0.00025725583,0.18575193,0.008576618,0.038732197,0.11819849,0.5037079866230488,0.5037079866230488,4.873410438597202,1.0
1470000,1.1842529,7.0,0.21364385,0.9644769,411.22352941176473,0.0049493364,0.42248634,0.0002563633,0.18545444,0.008546897,0.040379573,0.09735383,0.7031373362314989,0.7031373362314989,3.3317795849842837,1.0
1500000,1.0982575,7.0,0.27416247,0.9081717,295.53846153846155,0.009322097,0.47667572,0.00025546522,0.18515508,0.008516991,0.039454013,0.09428413,0.806416240008548,0.806416240008548,2.1743938396684825,1.0
1530000,1.0953984,7.0,0.26149896,0.9824979,482.6081081081081,0.0086849695,0.43299866,0.00025455796,0.18485263,0.008486779,0.04291133,0.10098827,0.5982972821472464,0.5982972821472464,4.74666802383758,1.0
1560000,1.064965,7.0,0.25829065,0.8335381,377.59139784946234,0.0040095816,0.40933886,0.00025365662,0.18455222,0.008456765,0.03216732,0.09978641,0.7409197679915271,0.7409197679915271,2.6822559914991753,1.0
1590000,1.1820313,7.0,0.27975,0.73134726,336.9873417721519,0.018663673,0.44754514,0.00025274427,0.18424809,0.008426382,0.040140923,0.08811874,0.7427538385949074,0.7427538385949074,2.789996896333133,1.0
1620000,1.1443187,7.0,0.29117948,0.7810199,289.41,0.004152751,0.45461622,0.00025183888,0.18394628,0.008396235,0.031628955,0.09295032,0.7944306846302335,0.7944306846302335,2.2267019107273898,1.0
1650000,1.2075467,7.0,0.2684208,0.7531607,377.7307692307692,0.003720135,0.3990478,0.00025094024,0.18364675,0.008366309,0.03468988,0.07698882,0.7702921990353566,0.7702921990353566,2.1621451321263594,1.0
1680000,1.1360503,7.0,0.3125834,0.83744526,320.98,0.004245169,0.41803446,0.00025002097,0.1833403,0.008335696,0.037240528,0.09973853,0.7483291564664493,0.7483291564664493,2.648004546902181,1.0
1710000,1.1662487,7.0,0.32558012,0.6837114,349.2926829268293,0.004848526,0.44704956,0.00024913475,0.18304491,0.008306186,0.030524861,0.088385485,0.7963799923658371,0.7963799923658371,2.0157741490313237,1.0
1740000,1.119004,7.0,0.33362496,0.7248245,278.0660377358491,0.006028424,0.4384637,0.00024823248,0.18274416,0.008276141,0.040925454,0.07582196,0.7945981420300625,0.7945981420300625,2.162263893832763,1.0
1770000,1.1482613,7.0,0.27355844,0.7908298,358.7792207792208,0.00381743,0.43326992,0.00024734868,0.18244955,0.0082467105,0.040193006,0.07801519,0.7485781944332979,0.7485781944332979,2.678237721276207,1.0
1800000,1.0936487,7.0,0.33673364,0.8117561,278.8053097345133,0.0038543981,0.41839442,0.00024644544,0.18214849,0.0082166325,0.028258141,0.084675275,0.8009575110225551,0.8009575110225551,1.7499613480362217,1.0
1830000,1.0831581,7.0,0.30524963,0.7358362,293.6578947368421,0.004139719,0.41518837,0.00024551776,0.18183924,0.00818574,0.031135553,0.08701296,0.7730687433255038,0.7730687433255038,1.75536707486026,1.0
1860000,1.098941,7.0,0.43214527,1.058774,202.08396946564886,0.71248764,0.42289537,0.00024463807,0.18154602,0.008156445,0.12493988,0.13227193,0.8592526677796859,0.8592526677796859,5.02767252273687,1.0
1890000,1.1442716,7.0,0.3472908,0.8403398,306.27659574468083,0.0039195144,0.39189306,0.00024371325,0.18123771,0.008125649,0.026441528,0.07031263,0.78601769831342,0.78601769831342,2.1426299022762882,1.0
1920000,1.0113091,7.0,0.43987668,0.8020466,213.8716216216216,0.2612414,0.42285013,0.00024284188,0.18094727,0.0080966335,0.068354286,0.088040754,0.8597466156289384,0.8597466156289384,1.442188391990557,1.0
1950000,1.1277803,7.0,0.32949013,1.2006519,250.02941176470588,0.4712483,0.41376808,0.00024198186,0.1806606,0.008067996,0.09248327,0.16032955,0.8254362685131091,0.8254362685131091,5.942303126677871,1.0
1980000,1.0686569,7.0,0.34083116,0.80861795,284.2230769230769,0.0050849477,0.41672447,0.00024104967,0.18034986,0.0080369525,0.02539337,0.07051559,0.7614357055179657,0.7614357055179657,1.6910603116192515,1.0
2010000,1.0895466,7.0,0.3175576,0.7180103,264.5315315315315,0.004294934,0.4059994,0.00024015145,0.18005045,0.00800704,0.025185743,0.047851674,0.809137605814212,0.809137605814212,1.3021431560158183,1.0
2040000,1.011436,7.0,0.366263,0.77051395,221.76923076923077,0.0039196755,0.4411539,0.00023925815,0.1797527,0.007977294,0.02711056,0.0745381,0.8766967424047671,0.8766967424047671,1.15825982081772,1.0
2070000,1.1092995,7.0,0.3388626,0.77321994,297.5353535353535,0.0048866333,0.41895482,0.00023838527,0.17946173,0.007948228,0.027830208,0.06421613,0.7685205799107458,0.7685205799107458,1.7017683276550515,1.0
2100000,1.0709181,7.0,0.3283951,0.79027355,290.76521739130436,0.003652808,0.4302845,0.00023744747,0.17914915,0.007917,0.028175766,0.07154925,0.765285174810776,0.765285174810776,1.780671075952274,1.0
2130000,1.0418689,7.0,0.404695,0.75930583,253.65217391304347,0.0037081726,0.43470243,0.00023655452,0.17885149,0.007887264,0.027776161,0.067626245,0.8179655132879471,0.8179655132879471,1.3041608213639722,1.0
2160000,1.0303842,7.0,0.29289716,0.89594066,322.4315789473684,0.1452693,0.38479978,0.00023567808,0.17855933,0.007858079,0.054804385,0.08200175,0.7603864474998167,0.7603864474998167,3.505291140259942,1.0
2190000,1.0634646,7.0,0.36018217,0.81172144,324.7608695652174,0.0052935644,0.40138665,0.00023476376,0.17825459,0.007827631,0.025919218,0.05585099,0.794340849082957,0.794340849082957,1.9594775720709754,1.0
2220000,0.99820745,7.0,0.38601065,0.62948704,205.22307692307692,0.0035829332,0.43438312,0.0002338682,0.17795604,0.007797809,0.024950404,0.039205607,0.8670061477674887,0.8670061477674887,0.9842143236157986,1.0
2250000,1.0495282,7.0,0.2760327,0.60701954,314.72222222222223,0.0029376238,0.42109093,0.00023295332,0.17765108,0.007767345,0.02824289,0.07296511,0.7386977197602391,0.7386977197602391,1.72675261616347,1.0
2280000,1.038677,7.0,0.29614863,0.7627152,314.77450980392155,0.008122899,0.43277547,0.00023205134,0.17735043,0.0077373087,0.030469056,0.09241683,0.7858087333660682,0.7858087333660682,1.710930987722376,1.0
2310000,1.0492251,7.0,0.3278369,1.006243,317.4835164835165,0.63390726,0.43106627,0.0002311486,0.17704953,0.0077072484,0.06508826,0.08838372,0.736177521391531,0.736177521391531,6.325556672272388,1.0
2340000,1.0039325,7.0,0.26674637,0.63270307,288.3727272727273,0.0038083836,0.42300096,0.00023022332,0.1767411,0.0076764366,0.023819461,0.053037994,0.8272499923678962,0.8272499923678962,1.2884593059732155,1.0
2370000,1.0447048,7.0,0.27916247,0.54873955,333.86021505376345,0.0024704842,0.3860422,0.00022933412,0.1764447,0.007646825,0.021941068,0.053515065,0.7872063078378376,0.7872063078378376,1.4373090473444838,1.0
2400000,0.9856275,7.0,0.2393586,0.5092111,264.468085106383,0.0032837049,0.392498,0.00022844154,0.1761472,0.0076171015,0.023915665,0.067059115,0.8098744626771263,0.8098744626771263,1.2536652633484373,1.0
2430000,1.0716434,7.0,0.3190404,0.5356337,293.27777777777777,0.002671981,0.40660807,0.00022754657,0.17584884,0.007587299,0.02290583,0.043346286,0.7666414347183597,0.7666414347183597,1.5034914245610838,1.0
2460000,1.0473425,7.0,0.3075091,0.4558233,253.43650793650792,0.002899497,0.4238761,0.00022666168,0.17555387,0.007557832,0.02158728,0.038729902,0.7859015813067792,0.7859015813067792,1.203065011768587,1.0
2490000,0.9775943,7.0,0.37588206,0.65448266,210.0662251655629,0.026835818,0.47330666,0.0002257604,0.17525345,0.0075278203,0.038113184,0.048001066,0.8694509764025414,0.8694509764025414,1.693007677245666,1.0
2520000,1.046092,7.0,0.230788,0.6614511,286.0978260869565,0.0037628238,0.41848996,0.00022482891,0.17494296,0.0074968,0.025342915,0.04538841,0.7915767354154309,0.7915767354154309,1.726906956281773,1.0
2550000,1.0351353,7.0,0.29796895,0.59898496,299.6730769230769,0.0033688094,0.40790805,0.00022392416,0.17464137,0.007466673,0.024467526,0.06686907,0.7893231391078896,0.7893231391078896,1.5421185308756928,1.0
2580000,1.0166311,7.0,0.30351982,0.57047695,276.3272727272727,0.0033374277,0.44507974,0.00022303742,0.1743458,0.0074371463,0.02550298,0.079482,0.8088035968107146,0.8088035968107146,1.5325163075540986,1.0
2610000,1.0979449,7.0,0.26158142,0.51982343,370.76623376623377,0.0026110688,0.380315,0.0002221682,0.17405607,0.0074081994,0.023998596,0.053171176,0.7103973917856619,0.7103973917856619,1.6967663702542906,1.0
2640000,0.99466246,7.0,0.46214646,0.58693606,212.62111801242236,0.0035163616,0.4296622,0.00022125433,0.17375144,0.007377768,0.02398945,0.051112156,0.8654249948091232,0.8654249948091232,1.0524150209907346,1.0
2670000,1.0340971,7.0,0.34508625,0.5295316,222.4957264957265,0.0027728204,0.45471725,0.00022035556,0.17345183,0.0073478394,0.022845404,0.06387609,0.851019666270643,0.851019666270643,1.0419053543878138,1.0
2700000,1.0180607,7.0,0.3503154,0.4817419,215.40579710144928,0.0028774557,0.46570796,0.00021946827,0.17315608,0.0073182923,0.01943077,0.032817278,0.8555912359134994,0.8555912359134994,0.9125191741317076,1.0
2730000,0.9523412,7.0,0.424444,0.5140605,189.74719101123594,0.003519243,0.44578445,0.0002185717,0.17285722,0.007288436,0.024636945,0.047133993,0.8706988640929346,0.8706988640929346,0.9025171290356981,1.0
2760000,1.0299903,7.0,0.42517456,0.54811513,187.18309859154928,0.003218712,0.47993562,0.00021766832,0.1725561,0.0072583547,0.027020622,0.05028024,0.8696749983355403,0.8696749983355403,0.9976554748735258,1.0
2790000,0.95805997,7.0,0.39741248,0.60203034,210.583850931677,0.004425412,0.4531259,0.00021673109,0.17224368,0.0072271437,0.026621211,0.068531685,0.8767493541997212,0.8767493541997212,1.191917928129745,1.0
2820000,1.0013292,7.0,0.36331806,0.53644454,208.65289256198346,0.0027138647,0.48168442,0.00021585585,0.17195193,0.0071979994,0.022892633,0.07356397,0.8809946099152932,0.8809946099152932,0.9623813790197556,1.0
2850000,1.043426,7.0,0.35134673,0.4987607,251.26190476190476,0.0023458384,0.4530042,0.0002149705,0.17165682,0.0071685174,0.019620163,0.053804256,0.8304495788063885,0.8304495788063885,0.9545668391126,1.0
2880000,0.96517575,7.0,0.39518866,0.5703939,214.3515625,0.0032580476,0.48101717,0.00021406288,0.1713543,0.007138293,0.02575156,0.048063453,0.830604538885933,0.830604538885933,1.175582777412439,1.0
2910000,1.0561335,7.0,0.29457617,0.5538142,291.34234234234236,0.003091975,0.43185705,0.00021315498,0.17105164,0.0071080592,0.025799992,0.0674801,0.778627673097487,0.778627673097487,1.5550893952271767,1.0
2940000,0.9858067,7.0,0.36285686,0.53500783,220.54014598540147,0.0033350557,0.4313114,0.00021223587,0.17074527,0.007077454,0.020870477,0.052013498,0.8656096252026382,0.8656096252026382,0.9971396509557963,1.0
2970000,1.0019319,7.0,0.37669402,0.49000806,191.00689655172414,0.0025385167,0.445069,0.0002113412,0.17044707,0.0070476606,0.022286069,0.07306001,0.8750673769213629,0.8750673769213629,0.8470168539078523,1.0
3000000,0.93054837,7.0,0.39696008,0.4791959,218.1027397260274,0.003315252,0.46591267,0.00021044443,0.17014813,0.0070177964,0.022205804,0.047123637,0.8479789423413182,0.8479789423413182,1.014751912860543,1.0
3030000,1.0342032,7.0,0.36008608,0.48348457,231.07692307692307,0.002951489,0.44523045,0.00020957053,0.16985682,0.006988697,0.022335049,0.04874316,0.8500869537177294,0.8500869537177294,1.0732174293826455,1.0
3060000,1.0586252,7.0,0.27682495,0.5136927,266.76521739130436,0.0027358357,0.43548134,0.00020866368,0.16955453,0.006958498,0.025236644,0.06537443,0.8202136293730953,0.8202136293730953,1.2712239439006556,1.0
3090000,0.93797904,7.0,0.39828986,0.4581836,197.95541401273886,0.002894914,0.43303394,0.00020776349,0.1692545,0.0069285226,0.02292401,0.042030137,0.8642453936619993,0.8642453936619993,0.9061329245247358,1.0
3120000,0.9266759,7.0,0.41720876,0.74436724,161.61714285714285,0.25017822,0.45913774,0.0002068527,0.1689509,0.0068981936,0.048207827,0.097373314,0.9031416649619738,0.9031416649619738,0.7826137488369741,1.0
3150000,0.87969875,7.0,0.4396915,0.8464812,175.18716577540107,0.68824047,0.4563898,0.00020596053,0.16865349,0.0068684835,0.052238427,0.084146336,0.867154968366105,0.867154968366105,3.734803157756154,1.0
3180000,0.8908149,7.0,0.4296464,0.53503335,159.36868686868686,0.0022395125,0.46544155,0.00020506671,0.16835554,0.0068387194,0.01834708,0.03944868,0.8840827386693906,0.8840827386693906,0.6117898148749269,1.0
3210000,0.82348883,7.0,0.43449584,0.51746637,152.25906735751295,0.0036563908,0.49560305,0.00020411966,0.16803984,0.006807183,0.019996515,0.041682724,0.9130523764976749,0.9130523764976749,0.6159852102063793,1.0
3240000,0.8727807,7.0,0.40549704,0.4550815,173.46428571428572,0.004313478,0.50598085,0.00020323518,0.16774504,0.00677773,0.02052702,0.05671964,0.8977211751920335,0.8977211751920335,0.7420584204045179,1.0
3270000,0.83081657,7.0,0.35747698,0.49388504,159.53571428571428,0.0027417005,0.49343634,0.00020232577,0.1674419,0.0067474465,0.01971254,0.04333364,0.8839223500998581,0.8839223500998581,0.7801270376014359,1.0
3300000,0.8431335,7.0,0.39226788,0.45996803,205.48701298701297,0.0022283457,0.46206,0.00020144055,0.16714683,0.0067179683,0.019498441,0.04928762,0.8540822755120978,0.8540822755120978,0.7681296390445926,1.0
3330000,0.8548182,7.0,0.41029444,0.4605113,168.54320987654322,0.0025364545,0.45190263,0.00020057289,0.1668576,0.0066890754,0.018594963,0.03170307,0.8904068287207473,0.8904068287207473,0.6163148339259328,1.0
